id,name_en,name_ar,categoryName_en,categoryName_ar,subCategoryName_en,subCategoryName_ar,price,currency,stockStatus,preparationTime,specifications,url_en,url_ar,Image Src,Additional Images
"45","Power Pro 50l Silent Single Motor","باور برو 50 لتر صامت محرك واحد أحادي المحرك","Air Compressor","ضاغط الهواء","Silent Compressor","ضواغط صامته","55","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/45-power-pro-50l-silent-single-motor","https://aipowerkw.com/ar/product/45-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-50-%D9%84%D8%AA%D8%B1-%D8%B5%D8%A7%D9%85%D8%AA-%D9%85%D8%AD%D8%B1%D9%83-%D9%88%D8%A7%D8%AD%D8%AF-%D8%A3%D8%AD%D8%A7%D8%AF%D9%8A-%D8%A7%D9%84%D9%85%D8%AD%D8%B1%D9%83","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140272.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140381.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140620.jpg"
"48","Power Pro 50 L Silent Double Motor","باور برو 50 لتر صامت محرك مزدوج","Air Compressor","ضاغط الهواء","Silent Compressor","ضواغط صامته","65","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/48-power-pro-50-l-silent-double-motor","https://aipowerkw.com/ar/product/48-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-50-%D9%84%D8%AA%D8%B1-%D8%B5%D8%A7%D9%85%D8%AA-%D9%85%D8%AD%D8%B1%D9%83-%D9%85%D8%B2%D8%AF%D9%88%D8%AC","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140952.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140988.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768141039.jpg"
"96","Powerpro 120 L Silent","باور برو 120 لتر صامت","Air Compressor","ضاغط الهواء","Silent Compressor","ضواغط صامته","125","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/96-powerpro-120-l-silent","https://aipowerkw.com/ar/product/96-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-120-%D9%84%D8%AA%D8%B1-%D8%B5%D8%A7%D9%85%D8%AA","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768142240.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768142286.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768142316.jpg"
"99","Powerpro 50 L With Belt","باور برو 50 لتر مع حزام","Air Compressor","ضاغط الهواء","Belt Compressor","ضواغط عادية","75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/99-powerpro-50-l-with-belt","https://aipowerkw.com/ar/product/99-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-50-%D9%84%D8%AA%D8%B1-%D9%85%D8%B9-%D8%AD%D8%B2%D8%A7%D9%85","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768152354.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768152369.jpg"
"102","Powerpro 100 L With Belt","باور برو 100 لتر مع حزام","Air Compressor","ضاغط الهواء","Belt Compressor","ضواغط عادية","95","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/102-powerpro-100-l-with-belt","https://aipowerkw.com/ar/product/102-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-100-%D9%84%D8%AA%D8%B1-%D9%85%D8%B9-%D8%AD%D8%B2%D8%A7%D9%85","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768152922.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768152938.jpg"
"105","Powerpro 150 L With Belt","باور برو 150 لتر مع الحزام","Air Compressor","ضاغط الهواء","Belt Compressor","ضواغط عادية","145","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/105-powerpro-150-l-with-belt","https://aipowerkw.com/ar/product/105-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-150-%D9%84%D8%AA%D8%B1-%D9%85%D8%B9-%D8%A7%D9%84%D8%AD%D8%B2%D8%A7%D9%85","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768153567.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768153707.jpg"
"108","Powerpro 200 L With Belt","باور برو 200 لتر مع الحزام","Air Compressor","ضاغط الهواء","Belt Compressor","ضواغط عادية","165","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/108-powerpro-200-l-with-belt","https://aipowerkw.com/ar/product/108-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-200-%D9%84%D8%AA%D8%B1-%D9%85%D8%B9-%D8%A7%D9%84%D8%AD%D8%B2%D8%A7%D9%85","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768154586.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768154597.jpg"
"51","Powerpro Mma300","باور برو 300 أمبير","Welding Machine","ماكينات لحام","","","35","KWD","Only 4 left","12 Hours","","https://aipowerkw.com/en/product/51-powerpro-mma300","https://aipowerkw.com/ar/product/51-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-300-%D8%A3%D9%85%D8%A8%D9%8A%D8%B1","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767186740.jpeg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11767186741.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21767186741.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31767186742.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_41767186742.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_51767186743.jpeg"
"54","Portable 300 Mma Inverter Welding Machine","ماكينة لحام انفيرتر بقوة 300 أمبير قطب من 1 6 إلى 4 مم محمولة من Powerpro","Welding Machine","ماكينات لحام","","","65","KWD","Only 3 left","12 Hours","","https://aipowerkw.com/en/product/54-portable-300-mma-inverter-welding-machine","https://aipowerkw.com/ar/product/54-%D9%85%D8%A7%D9%83%D9%8A%D9%86%D8%A9-%D9%84%D8%AD%D8%A7%D9%85-%D8%A7%D9%86%D9%81%D9%8A%D8%B1%D8%AA%D8%B1-%D8%A8%D9%82%D9%88%D8%A9-300-%D8%A3%D9%85%D8%A8%D9%8A%D8%B1-%D9%82%D8%B7%D8%A8-%D9%85%D9%86-1-6-%D8%A5%D9%84%D9%89-4-%D9%85%D9%85-%D9%85%D8%AD%D9%85%D9%88%D9%84%D8%A9-%D9%85%D9%86-powerpro","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767186766.jpeg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11767186766.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21767186767.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31767186767.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_41767186768.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_51767186768.jpeg"
"57","Powerpro Mm400 Pro","باور برو 400 أمبير للمحترفين","Welding Machine","ماكينات لحام","","","95","KWD","Only 7 left","12 Hours","","https://aipowerkw.com/en/product/57-powerpro-mm400-pro","https://aipowerkw.com/ar/product/57-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-400-%D8%A3%D9%85%D8%A8%D9%8A%D8%B1-%D9%84%D9%84%D9%85%D8%AD%D8%AA%D8%B1%D9%81%D9%8A%D9%86","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767186798.jpeg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11767186799.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21767186800.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31767186800.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_41767186800.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_51767186801.jpeg"
"60","Powerpro Tig250 Pro","باور برو 250 تيج للمحترفين","Welding Machine","ماكينات لحام","","","85","KWD","Only 5 left","12 Hours","","https://aipowerkw.com/en/product/60-powerpro-tig250-pro","https://aipowerkw.com/ar/product/60-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-250-%D8%AA%D9%8A%D8%AC-%D9%84%D9%84%D9%85%D8%AD%D8%AA%D8%B1%D9%81%D9%8A%D9%86","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767186825.jpeg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11767186825.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21767186826.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31767186827.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_41767186827.jpeg"
"138","Powerpro Mmct 250 4 In 1 Mma Mig Tig Cut Multifunctional Welding Machine","باور برو ماكينة اللحام متعددة الوظائف 4 في 1","Welding Machine","ماكينات لحام","","","160","KWD","In Stock","12 Hours","","https://aipowerkw.com/en/product/138-powerpro-mmct-250-4-in-1-mma-mig-tig-cut-multifunctional-welding-machine","https://aipowerkw.com/ar/product/138-%D8%A8%D8%A7%D9%88%D8%B1-%D8%A8%D8%B1%D9%88-%D9%85%D8%A7%D9%83%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D9%84%D8%AD%D8%A7%D9%85-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF%D8%A9-%D8%A7%D9%84%D9%88%D8%B8%D8%A7%D8%A6%D9%81-4-%D9%81%D9%8A-1","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768247202.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768247214.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768247222.jpg"
"1053","Dca Mma 200 Iii Intelligent Arc Welding Machine","ماكينة لحام بقوة 200 أمبير من Dca","Welding Machine","ماكينات لحام","","","35","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/1053-dca-mma-200-iii-intelligent-arc-welding-machine","https://aipowerkw.com/ar/product/1053-%D9%85%D8%A7%D9%83%D9%8A%D9%86%D8%A9-%D9%84%D8%AD%D8%A7%D9%85-%D8%A8%D9%82%D9%88%D8%A9-200-%D8%A3%D9%85%D8%A8%D9%8A%D8%B1-%D9%85%D9%86-dca","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776100571.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776100603.jpg"
"1056","Dca Mma 250 Iii Intelligent Arc Welding Machine A Portable Inverter Welder","ماكينة لحام انفيرتير بقوة 250 أمبير من Dca","Welding Machine","ماكينات لحام","","","40","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/1056-dca-mma-250-iii-intelligent-arc-welding-machine-a-portable-inverter-welder","https://aipowerkw.com/ar/product/1056-%D9%85%D8%A7%D9%83%D9%8A%D9%86%D8%A9-%D9%84%D8%AD%D8%A7%D9%85-%D8%A7%D9%86%D9%81%D9%8A%D8%B1%D8%AA%D9%8A%D8%B1-%D8%A8%D9%82%D9%88%D8%A9-250-%D8%A3%D9%85%D8%A8%D9%8A%D8%B1-%D9%85%D9%86-dca","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776100937.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776100946.jpg"
"1062","Dca Mma315dt Iii Inverter Welder","ماكينة لحام انفيرتر رقمية للحام الأكثر سمكا من Dca","Welding Machine","ماكينات لحام","","","85","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/1062-dca-mma315dt-iii-inverter-welder","https://aipowerkw.com/ar/product/1062-%D9%85%D8%A7%D9%83%D9%8A%D9%86%D8%A9-%D9%84%D8%AD%D8%A7%D9%85-%D8%A7%D9%86%D9%81%D9%8A%D8%B1%D8%AA%D8%B1-%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D9%84%D9%84%D8%AD%D8%A7%D9%85-%D8%A7%D9%84%D8%A3%D9%83%D8%AB%D8%B1-%D8%B3%D9%85%D9%83%D8%A7-%D9%85%D9%86-dca","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776142445.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776142454.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776142484.jpg"
"603","Marbel Cutter 110mm 1600w Mc002 Makute","قاطعة الرخام الكهربائية بقوة 1600 واط","Tools","أدوات","Electric","الكهربائية","21.75","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/603-marbel-cutter-110mm-1600w-mc002-makute","https://aipowerkw.com/ar/product/603-%D9%82%D8%A7%D8%B7%D8%B9%D8%A9-%D8%A7%D9%84%D8%B1%D8%AE%D8%A7%D9%85-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A8%D9%82%D9%88%D8%A9-1600-%D9%88%D8%A7%D8%B7","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054223.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054228.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054232.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054238.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054243.jpg"
"606","Meter Saw Makute Ms005 10 255mm 1800w","منشار متري كهربائي مقاس 10 بوصة 255 مم بقدرة 1800 واط","Tools","أدوات","Electric","الكهربائية","31.5","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/606-meter-saw-makute-ms005-10-255mm-1800w","https://aipowerkw.com/ar/product/606-%D9%85%D9%86%D8%B4%D8%A7%D8%B1-%D9%85%D8%AA%D8%B1%D9%8A-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D9%85%D9%82%D8%A7%D8%B3-10-%D8%A8%D9%88%D8%B5%D8%A9-255-%D9%85%D9%85-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-1800-%D9%88%D8%A7%D8%B7","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063151.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063161.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063167.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063173.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063180.jpg"
"609","Pipe Melt Machine 20 63mm 1000w Pw003 Makute","ماكينة صهر الأنابيب بقطر من 20 63 مم وبقوة 1000 واط","Tools","أدوات","Electric","الكهربائية","12.75","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/609-pipe-melt-machine-20-63mm-1000w-pw003-makute","https://aipowerkw.com/ar/product/609-%D9%85%D8%A7%D9%83%D9%8A%D9%86%D8%A9-%D8%B5%D9%87%D8%B1-%D8%A7%D9%84%D8%A3%D9%86%D8%A7%D8%A8%D9%8A%D8%A8-%D8%A8%D9%82%D8%B7%D8%B1-%D9%85%D9%86-20-63-%D9%85%D9%85-%D9%88%D8%A8%D9%82%D9%88%D8%A9-1000-%D9%88%D8%A7%D8%B7","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065079.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065087.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065097.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065104.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065109.jpg"
"612","Drill Hammer Hilti 38 Mm Makute Hd118 Sds Max 1500w","مثقاب كهربائي مطرقي هيلتي 38 مم Sds بقوة 1500 واط","Tools","أدوات","Electric","الكهربائية","45","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/612-drill-hammer-hilti-38-mm-makute-hd118-sds-max-1500w","https://aipowerkw.com/ar/product/612-%D9%85%D8%AB%D9%82%D8%A7%D8%A8-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D9%85%D8%B7%D8%B1%D9%82%D9%8A-%D9%87%D9%8A%D9%84%D8%AA%D9%8A-38-%D9%85%D9%85-sds-%D8%A8%D9%82%D9%88%D8%A9-1500-%D9%88%D8%A7%D8%B7","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065580.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065586.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065592.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065597.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065602.jpg"
"615","Makute New 255mm Electric Miter Saw Ms006 Powerful 1800w Miter Saw For Precision Cutting Of Wood A","منشار زاوية كهربائي جديد مقاس بقطر 255 ملم قوي بقدرة 1800 واط لقطع الخشب والمعادن بدقة","Tools","أدوات","Electric","الكهربائية","49.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/615-makute-new-255mm-electric-miter-saw-ms006-powerful-1800w-miter-saw-for-precision-cutting-of-wood-a","https://aipowerkw.com/ar/product/615-%D9%85%D9%86%D8%B4%D8%A7%D8%B1-%D8%B2%D8%A7%D9%88%D9%8A%D8%A9-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%85%D9%82%D8%A7%D8%B3-%D8%A8%D9%82%D8%B7%D8%B1-255-%D9%85%D9%84%D9%85-%D9%82%D9%88%D9%8A-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-1800-%D9%88%D8%A7%D8%B7-%D9%84%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D8%AE%D8%B4%D8%A8-%D9%88%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%86-%D8%A8%D8%AF%D9%82%D8%A9","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129269.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129286.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129299.jpg"
"618","Makute Adjustable Electric Wall Sander For All Types Of Walls Including Drywall And Plaster","عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافة","Tools","أدوات","Electric","الكهربائية","33.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/618-makute-adjustable-electric-wall-sander-for-all-types-of-walls-including-drywall-and-plaster","https://aipowerkw.com/ar/product/618-%D8%B9%D8%B5%D8%A7-%D8%B5%D9%86%D9%81%D8%B1%D8%A9-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A8%D9%82%D9%88%D8%A9-2100-%D8%AF%D9%88%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%82%D9%8A%D9%82%D8%A9%D8%8C-%D9%82%D8%A7%D8%A8%D9%84%D8%A9-%D9%84%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AC%D8%AF%D8%B1%D8%A7%D9%86-%D8%A7%D9%84%D8%AC%D8%A7%D9%81%D8%A9","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136460.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136473.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136482.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136489.jpg"
"624","Ingco Compact Brushless Cordless Impact Drill","مثقاب لاسلكي ثنائي السرعات بقوة 20 فولت 2000 دورة في الدقيقة مع إضاءة من إنجكو","Tools","أدوات","Cordless","اللاسلكية","25.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/624-ingco-compact-brushless-cordless-impact-drill","https://aipowerkw.com/ar/product/624-%D9%85%D8%AB%D9%82%D8%A7%D8%A8-%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D8%B3%D8%B1%D8%B9%D8%A7%D8%AA-%D8%A8%D9%82%D9%88%D8%A9-20-%D9%81%D9%88%D9%84%D8%AA-2000-%D8%AF%D9%88%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%82%D9%8A%D9%82%D8%A9-%D9%85%D8%B9-%D8%A5%D8%B6%D8%A7%D8%A1%D8%A9-%D9%85%D9%86-%D8%A5%D9%86%D8%AC%D9%83%D9%88","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141043.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141056.jpg"
"627","Ingco 20v Max Lithium Ion Compact Brushless Cordless Impact Drill","مثقاب لاسلكي بقوة 20 فولت 2000 دورة في الدقيقة قطر 13 مم ثنائي السرعات 66 نيوتن مع إضاءة من انجكو","Tools","أدوات","Cordless","اللاسلكية","30","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/627-ingco-20v-max-lithium-ion-compact-brushless-cordless-impact-drill","https://aipowerkw.com/ar/product/627-%D9%85%D8%AB%D9%82%D8%A7%D8%A8-%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A-%D8%A8%D9%82%D9%88%D8%A9-20-%D9%81%D9%88%D9%84%D8%AA-2000-%D8%AF%D9%88%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%82%D9%8A%D9%82%D8%A9-%D9%82%D8%B7%D8%B1-13-%D9%85%D9%85-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D8%B3%D8%B1%D8%B9%D8%A7%D8%AA-66-%D9%86%D9%8A%D9%88%D8%AA%D9%86-%D9%85%D8%B9-%D8%A5%D8%B6%D8%A7%D8%A1%D8%A9-%D9%85%D9%86-%D8%A7%D9%86%D8%AC%D9%83%D9%88","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141694.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141708.jpg"
"630","Ingco Brushless Cordless Impact Drill 13 Mm Chuck Size 96 Nm Maximum Torque Brushless Motor","مثقاب لاسلكي بقوة 20 فولت عزم دوران بقدرة 96 نيوتن، مطرقي بمحرك قوي متعدد السرعات من انجكو","Tools","أدوات","Cordless","اللاسلكية","49.5","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/630-ingco-brushless-cordless-impact-drill-13-mm-chuck-size-96-nm-maximum-torque-brushless-motor","https://aipowerkw.com/ar/product/630-%D9%85%D8%AB%D9%82%D8%A7%D8%A8-%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A-%D8%A8%D9%82%D9%88%D8%A9-20-%D9%81%D9%88%D9%84%D8%AA-%D8%B9%D8%B2%D9%85-%D8%AF%D9%88%D8%B1%D8%A7%D9%86-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-96-%D9%86%D9%8A%D9%88%D8%AA%D9%86%D8%8C-%D9%85%D8%B7%D8%B1%D9%82%D9%8A-%D8%A8%D9%85%D8%AD%D8%B1%D9%83-%D9%82%D9%88%D9%8A-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D8%B3%D8%B1%D8%B9%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%86%D8%AC%D9%83%D9%88","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775149757.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775149770.jpg"
"636","Ingco 12 7 Mm 1 2 Inch Cordless Impact Wrench With Integrated Led Work Light","مفتاح ربط لاسلكي 20 فولت مطرقة بقوة 850 نيوتن مقاس 12 7 مم نصف بوصة مزود بضوء عمل Led مدمج","Tools","أدوات","Cordless","اللاسلكية","48.75","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/636-ingco-12-7-mm-1-2-inch-cordless-impact-wrench-with-integrated-led-work-light","https://aipowerkw.com/ar/product/636-%D9%85%D9%81%D8%AA%D8%A7%D8%AD-%D8%B1%D8%A8%D8%B7-%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A-20-%D9%81%D9%88%D9%84%D8%AA-%D9%85%D8%B7%D8%B1%D9%82%D8%A9-%D8%A8%D9%82%D9%88%D8%A9-850-%D9%86%D9%8A%D9%88%D8%AA%D9%86-%D9%85%D9%82%D8%A7%D8%B3-12-7-%D9%85%D9%85-%D9%86%D8%B5%D9%81-%D8%A8%D9%88%D8%B5%D8%A9-%D9%85%D8%B2%D9%88%D8%AF-%D8%A8%D8%B6%D9%88%D8%A1-%D8%B9%D9%85%D9%84-led-%D9%85%D8%AF%D9%85%D8%AC","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775150362.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775150374.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775502467.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775502474.jpg"
"642","Ingco Cordless Brad Nailer With 105 Pcs Magazine Capacity And 3 Nails Second Drive Rate","مسدس مسامير لاسلكي 20 فولت بسعة مخزن 105 قطعة ومعدل تثبيت 3 مسامير ثانية من إنجكو","Tools","أدوات","Cordless","اللاسلكية","57","KWD","Only 6 left","1 Days","","https://aipowerkw.com/en/product/642-ingco-cordless-brad-nailer-with-105-pcs-magazine-capacity-and-3-nails-second-drive-rate","https://aipowerkw.com/ar/product/642-%D9%85%D8%B3%D8%AF%D8%B3-%D9%85%D8%B3%D8%A7%D9%85%D9%8A%D8%B1-%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A-20-%D9%81%D9%88%D9%84%D8%AA-%D8%A8%D8%B3%D8%B9%D8%A9-%D9%85%D8%AE%D8%B2%D9%86-105-%D9%82%D8%B7%D8%B9%D8%A9-%D9%88%D9%85%D8%B9%D8%AF%D9%84-%D8%AA%D8%AB%D8%A8%D9%8A%D8%AA-3-%D9%85%D8%B3%D8%A7%D9%85%D9%8A%D8%B1-%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%85%D9%86-%D8%A5%D9%86%D8%AC%D9%83%D9%88","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775151512.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775151518.jpg"
