"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option1 Linked To","Option2 name","Option2 value","Option2 Linked To","Option3 name","Option3 value","Option3 Linked To","Price","Compare-at price","Cost per item","Charge tax","Tax code","Unit price total measure","Unit price total measure unit","Unit price base measure","Unit price base measure unit","Inventory tracker","Inventory quantity","Continue selling when out of stock","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text","Variant image URL","Gift card","SEO title","SEO description","Color (product.metafields.shopify.color-pattern)","Google Shopping / Google product category","Google Shopping / Gender","Google Shopping / Age group","Google Shopping / Manufacturer part number (MPN)","Google Shopping / Ad group name","Google Shopping / Ads labels","Google Shopping / Condition","Google Shopping / Custom product","Google Shopping / Custom label 0","Google Shopping / Custom label 1","Google Shopping / Custom label 2","Google Shopping / Custom label 3","Google Shopping / Custom label 4","Metafield: custom.specifications [json]"
"","aipower-sc2300i-h-inverter-generator-petrol-2300-w","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524103.jpg","2","Aipower Sc2300i H Inverter Generator Petrol 2300 W","","","","","","","","","","","","","","","","","","",""
"","aipower-sc2300i-h-inverter-generator-petrol-2300-w","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524109.jpg","3","Aipower Sc2300i H Inverter Generator Petrol 2300 W","","","","","","","","","","","","","","","","","","",""
"","aipower-sc2300i-h-inverter-generator-petrol-2300-w","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524114.jpg","4","Aipower Sc2300i H Inverter Generator Petrol 2300 W","","","","","","","","","","","","","","","","","","",""
"","aipower-sc2300i-h-inverter-generator-petrol-2300-w","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524120.jpg","5","Aipower Sc2300i H Inverter Generator Petrol 2300 W","","","","","","","","","","","","","","","","","","",""
"","aipower-sc2300i-h-inverter-generator-petrol-2300-w","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524125.jpg","6","Aipower Sc2300i H Inverter Generator Petrol 2300 W","","","","","","","","","","","","","","","","","","",""
"","aipower-sc2300i-h-inverter-generator-petrol-2300-w","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524133.jpg","7","Aipower Sc2300i H Inverter Generator Petrol 2300 W","","","","","","","","","","","","","","","","","","",""
"Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","senci-6000watt-dual-fuel-digital-inverter-generators-super-slient-inverter-generator","Senci 6000Watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator4-Stroke, Air-Cooled, Air-Cooled Gasoline Engine, 312 cc, 50/60Hz, Inverter Power Generator, 15 L, 120 V, 220 V, 230 V, 240 V, Gross Weight 54.000 kg","AIpower Kuwait","Generator","Inverter Generator","Generator, Inverter Generator","TRUE","Active","AIP-465","","Title","Default Title","","","","","","","","250","","","TRUE","","","","","","shopify","0","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687332.jpg","1","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","","FALSE","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","Senci 6000Watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator4-Stroke, Air-Cooled, Air-Cooled Gasoline Engine, 312 cc, 50/60Hz, Inverter Power Generator, 15 L, 120 V, 220 V, 230 V, 240 V, Gross Weight 54.000 kg","","","","","","Inverter Generator","Generator","New","FALSE","","","","","",""
"","senci-6000watt-dual-fuel-digital-inverter-generators-super-slient-inverter-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687340.jpg","2","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","","","","","","","","","","","","","","","","","","",""
"","senci-6000watt-dual-fuel-digital-inverter-generators-super-slient-inverter-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687344.jpg","3","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","","","","","","","","","","","","","","","","","","",""
"","senci-6000watt-dual-fuel-digital-inverter-generators-super-slient-inverter-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687351.jpg","4","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","","","","","","","","","","","","","","","","","","",""
"","senci-6000watt-dual-fuel-digital-inverter-generators-super-slient-inverter-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687365.jpg","5","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","","","","","","","","","","","","","","","","","","",""
"","senci-6000watt-dual-fuel-digital-inverter-generators-super-slient-inverter-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687371.jpg","6","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","","","","","","","","","","","","","","","","","","",""
"","senci-6000watt-dual-fuel-digital-inverter-generators-super-slient-inverter-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687383.jpg","7","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","","","","","","","","","","","","","","","","","","",""
"Aipower Adg20ws Pro 20kva Standby Diesel Generator %e2%80%93 Weichai Engine For Home Business Industry","aipower-adg20ws-pro-20kva-standby-diesel-generator-–-weichai-engine-for-home-business-industry","AiPower ADG20WS Pro 20kVA Standby Diesel Generator – Weichai Engine | for Home, Business & IndustryThe AiPower ADG20WS Pro Standby Diesel Generator, designed to provide strong performance for residential, commercial, and industrial environments, will guarantee continuous power during blackouts. This generator is perfect for meeting peak demands during emergencies because it combines a sturdy Weichai engine with a finely tuned Senci alternator to provide 20 kVA prime power and 22 kVA standby power","AIpower Kuwait","Generator","Diesel Generator","Generator, Diesel Generator, Diesel","TRUE","Active","AIP-534","","Title","Default Title","","","","","","","","1700","","","TRUE","","","","","","shopify","1","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773849987.jpg","1","Aipower Adg20ws Pro 20kva Standby Diesel Generator %e2%80%93 Weichai Engine For Home Business Industry","","FALSE","Aipower Adg20ws Pro 20kva Standby Diesel Generator %e2%80%93 Weichai Engine For Home Business Industry","AiPower ADG20WS Pro 20kVA Standby Diesel Generator – Weichai Engine | for Home, Business & IndustryThe AiPower ADG20WS Pro Standby Diesel Generator, designed to provide strong performance for residential, commercial, and industrial environments, will guarantee continuous power during blackouts. This generator is perfec","","","","","","Diesel Generator","Generator","New","FALSE","","","","","","{""fuel_type"":""Diesel""}"
"","aipower-adg20ws-pro-20kva-standby-diesel-generator-–-weichai-engine-for-home-business-industry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773850000.jpg","2","Aipower Adg20ws Pro 20kva Standby Diesel Generator %e2%80%93 Weichai Engine For Home Business Industry","","","","","","","","","","","","","","","","","","",""
"","aipower-adg20ws-pro-20kva-standby-diesel-generator-–-weichai-engine-for-home-business-industry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773850008.jpg","3","Aipower Adg20ws Pro 20kva Standby Diesel Generator %e2%80%93 Weichai Engine For Home Business Industry","","","","","","","","","","","","","","","","","","",""
"","aipower-adg20ws-pro-20kva-standby-diesel-generator-–-weichai-engine-for-home-business-industry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773850016.jpg","4","Aipower Adg20ws Pro 20kva Standby Diesel Generator %e2%80%93 Weichai Engine For Home Business Industry","","","","","","","","","","","","","","","","","","",""
"Dca 5000w Gasoline Generator","dca-5000w-gasoline-generator","DCA 5000W Gasoline GeneratorThe DCA generator provides stable 5000W single-phase electrical power, with a 389cc, 4-stroke, single-cylinder engine and efficient air cooling. This generator can operate continuously for up to 8 hours and features easy manual operation. Suitable for home use or during power outages, it ensures a reliable and convenient power supply, Warranty 6 months.","AIpower Kuwait","Generator","Gasoline Generator","Generator, Gasoline Generator","TRUE","Active","AIP-558","","Title","Default Title","","","","","","","","210","","","TRUE","","","","","","shopify","8","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774719065.jpg","1","Dca 5000w Gasoline Generator","","FALSE","Dca 5000w Gasoline Generator","DCA 5000W Gasoline GeneratorThe DCA generator provides stable 5000W single-phase electrical power, with a 389cc, 4-stroke, single-cylinder engine and efficient air cooling. This generator can operate continuously for up to 8 hours and features easy manual operation. Suitable for home use or during power outages, it ens","","","","","","Gasoline Generator","Generator","New","FALSE","","","","","",""
"","dca-5000w-gasoline-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774719087.jpg","2","Dca 5000w Gasoline Generator","","","","","","","","","","","","","","","","","","",""
"","dca-5000w-gasoline-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774719155.jpg","3","Dca 5000w Gasoline Generator","","","","","","","","","","","","","","","","","","",""
"Dca 7000w Gasoline Generator Warranty 6 Months","dca-7000w-gasoline-generator-warranty-6-months","DCA 7000W Gasoline Generator, Warranty 6 monthsThe DCA generator provides stable 7000W single-phase electrical power, with a 438cc single-cylinder, 4-stroke engine and efficient air cooling. This generator can operate continuously for up to 7 hours and features easy manual operation. Suitable for home use or during power outages, it ensures a reliable and convenient power supply, Warranty 6 months.","AIpower Kuwait","Generator","Gasoline Generator","Generator, Gasoline Generator, Gasoline","TRUE","Active","AIP-561","","Title","Default Title","","","","","","","","335","","","TRUE","","","","","","shopify","7","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774268738.jpg","1","Dca 7000w Gasoline Generator Warranty 6 Months","","FALSE","Dca 7000w Gasoline Generator Warranty 6 Months","DCA 7000W Gasoline Generator, Warranty 6 monthsThe DCA generator provides stable 7000W single-phase electrical power, with a 438cc single-cylinder, 4-stroke engine and efficient air cooling. This generator can operate continuously for up to 7 hours and features easy manual operation. Suitable for home use or during pow","","","","","","Gasoline Generator","Generator","New","FALSE","","","","","","{""fuel_type"":""Gasoline""}"
"","dca-7000w-gasoline-generator-warranty-6-months","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774268744.jpg","2","Dca 7000w Gasoline Generator Warranty 6 Months","","","","","","","","","","","","","","","","","","",""
"","dca-7000w-gasoline-generator-warranty-6-months","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774637219.jpg","3","Dca 7000w Gasoline Generator Warranty 6 Months","","","","","","","","","","","","","","","","","","",""
"Dca 5000w Gasoline Generator Electric Starter","dca-5000w-gasoline-generator-electric-starter","DCA 5000W Gasoline Generator Electric StarterThe DCA generator provides stable 5000W single-phase electrical power, with a 389cc, 4-stroke, single-cylinder engine and efficient air cooling. This generator can operate continuously for up to 8 hours and features easy manual operation. Suitable for home use or during power outages, it ensures a reliable and convenient power supply, Warranty 6 months.","AIpower Kuwait","Generator","Gasoline Generator","Generator, Gasoline Generator, Gasoline","TRUE","Active","AIP-564","","Title","Default Title","","","","","","","","225","","","TRUE","","","","","","shopify","4","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774274151.jpg","1","Dca 5000w Gasoline Generator Electric Starter","","FALSE","Dca 5000w Gasoline Generator Electric Starter","DCA 5000W Gasoline Generator Electric StarterThe DCA generator provides stable 5000W single-phase electrical power, with a 389cc, 4-stroke, single-cylinder engine and efficient air cooling. This generator can operate continuously for up to 8 hours and features easy manual operation. Suitable for home use or during powe","","","","","","Gasoline Generator","Generator","New","FALSE","","","","","","{""fuel_type"":""Gasoline""}"
"","dca-5000w-gasoline-generator-electric-starter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774637188.jpg","2","Dca 5000w Gasoline Generator Electric Starter","","","","","","","","","","","","","","","","","","",""
"Dca 2800w Gasoline Generator","dca-2800w-gasoline-generator","DCA 2800W Gasoline GeneratorPower: Single-cylinder/4-stroke/Air-Cooled 170F - Displacement: 208cc - Rated Output Voltage: 230V~ - Rated Frequency: 50Hz - Output Rating: 2800W -Continuous Working Time: 11h - Net Weight: 45kg","AIpower Kuwait","Generator","Gasoline Generator","Generator, Gasoline Generator","TRUE","Active","AIP-567","","Title","Default Title","","","","","","","","170","","","TRUE","","","","","","shopify","0","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774283183.jpg","1","Dca 2800w Gasoline Generator","","FALSE","Dca 2800w Gasoline Generator","DCA 2800W Gasoline GeneratorPower: Single-cylinder/4-stroke/Air-Cooled 170F - Displacement: 208cc - Rated Output Voltage: 230V~ - Rated Frequency: 50Hz - Output Rating: 2800W -Continuous Working Time: 11h - Net Weight: 45kg","","","","","","Gasoline Generator","Generator","New","FALSE","","","","","","{""voltage"":""230V~ -"",""displacement_cc"":""208cc""}"
"","dca-2800w-gasoline-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774283206.jpg","2","Dca 2800w Gasoline Generator","","","","","","","","","","","","","","","","","","",""
"","dca-2800w-gasoline-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774283245.jpg","3","Dca 2800w Gasoline Generator","","","","","","","","","","","","","","","","","","",""
"Dca 2800w Electric Starter Gasoline Generator","dca-2800w-electric-starter-gasoline-generator","DCA 2800W Electric Starter Gasoline GeneratorPower: Single-cylinder/4-stroke/Air-Cooled 170F - Displacement: 208cc - Rated Output Voltage: 230V~ - Rated Frequency: 50Hz - Output Rating: 2800W -Continuous Working Time: 11h - Net Weight: 45kg","AIpower Kuwait","Generator","Gasoline Generator","Generator, Gasoline Generator","TRUE","Active","AIP-570","","Title","Default Title","","","","","","","","190","","","TRUE","","","","","","shopify","0","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774284162.jpg","1","Dca 2800w Electric Starter Gasoline Generator","","FALSE","Dca 2800w Electric Starter Gasoline Generator","DCA 2800W Electric Starter Gasoline GeneratorPower: Single-cylinder/4-stroke/Air-Cooled 170F - Displacement: 208cc - Rated Output Voltage: 230V~ - Rated Frequency: 50Hz - Output Rating: 2800W -Continuous Working Time: 11h - Net Weight: 45kg","","","","","","Gasoline Generator","Generator","New","FALSE","","","","","","{""voltage"":""230V~ -"",""displacement_cc"":""208cc""}"
"Dca 6500w Gasoline Generator","dca-6500w-gasoline-generator","DCA 6500W Gasoline GeneratorThe DCA generator provides 6500W of operating power with stable single-phase electricity output, equipped with a 420cc single-cylinder, 4-stroke engine and efficient air cooling. It features a key start for easy operation and allows for up to 8 hours of continuous running time. Ideal for home use, emergencies, or locations requiring a strong and reliable power source, Warranty 6 months.","AIpower Kuwait","Generator","Gasoline Generator","Generator, Gasoline Generator","TRUE","Active","AIP-573","","Title","Default Title","","","","","","","","285","","","TRUE","","","","","","shopify","5","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774447188.jpg","1","Dca 6500w Gasoline Generator","","FALSE","Dca 6500w Gasoline Generator","DCA 6500W Gasoline GeneratorThe DCA generator provides 6500W of operating power with stable single-phase electricity output, equipped with a 420cc single-cylinder, 4-stroke engine and efficient air cooling. It features a key start for easy operation and allows for up to 8 hours of continuous running time. Ideal for hom","","","","","","Gasoline Generator","Generator","New","FALSE","","","","","",""
"","dca-6500w-gasoline-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774447209.jpg","2","Dca 6500w Gasoline Generator","","","","","","","","","","","","","","","","","","",""
"","dca-6500w-gasoline-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774447223.jpg","3","Dca 6500w Gasoline Generator","","","","","","","","","","","","","","","","","","",""
"Aipower Adg12000es 3ep Silent Diesel Generator %e2%80%93 8000w Signle Three Phase","aipower-adg12000es-3ep-silent-diesel-generator-–-8000w-signle-three-phase","AiPower ADG12000ES-3EP Silent Diesel Generator – 8000W | Signle/Three PhaseThe AiPower ADG12000ES-3EP Silent Diesel Generator offers unparalleled versatility for powering your house or place of business. With its 8000W rated power and 9000W surge capacity, this heavy-duty generator is designed for dependability and performance, making it perfect for demanding medium-duty jobs at farms, construction sites, and outdoor projects, as well as emergency home backup during outages.","AIpower Kuwait","Generator","Diesel Generator","Generator, Diesel Generator, Diesel","TRUE","Active","AIP-576","","Title","Default Title","","","","","","","","575","","","TRUE","","","","","","shopify","1","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346127.jpg","1","Aipower Adg12000es 3ep Silent Diesel Generator %e2%80%93 8000w Signle Three Phase","","FALSE","Aipower Adg12000es 3ep Silent Diesel Generator %e2%80%93 8000w Signle Three Phase","AiPower ADG12000ES-3EP Silent Diesel Generator – 8000W | Signle/Three PhaseThe AiPower ADG12000ES-3EP Silent Diesel Generator offers unparalleled versatility for powering your house or place of business. With its 8000W rated power and 9000W surge capacity, this heavy-duty generator is designed for dependability and per","","","","","","Diesel Generator","Generator","New","FALSE","","","","","","{""fuel_type"":""Diesel""}"
"","aipower-adg12000es-3ep-silent-diesel-generator-–-8000w-signle-three-phase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346131.jpg","2","Aipower Adg12000es 3ep Silent Diesel Generator %e2%80%93 8000w Signle Three Phase","","","","","","","","","","","","","","","","","","",""
"","aipower-adg12000es-3ep-silent-diesel-generator-–-8000w-signle-three-phase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774435858.jpg","3","Aipower Adg12000es 3ep Silent Diesel Generator %e2%80%93 8000w Signle Three Phase","","","","","","","","","","","","","","","","","","",""
"Aipower Adg15000es 10000w Silent Diesel Generator Backup Power","aipower-adg15000es-10000w-silent-diesel-generator-backup-power","AiPower ADG15000ES 10000W Silent Diesel Generator | Backup PowerDesigned to provide strong performance for residential, commercial, and industrial environments, the AiPower ADG15000ES Silent Diesel Generator ensures continuous power during blackouts. This generator is perfect for managing peak demands during emergencies it provide 10000W prime power and 9500W standby power.","AIpower Kuwait","Generator","Diesel Generator","Generator, Diesel Generator, Diesel","TRUE","Active","AIP-579","","Title","Default Title","","","","","","","","675","","","TRUE","","","","","","shopify","1","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346476.jpg","1","Aipower Adg15000es 10000w Silent Diesel Generator Backup Power","","FALSE","Aipower Adg15000es 10000w Silent Diesel Generator Backup Power","AiPower ADG15000ES 10000W Silent Diesel Generator | Backup PowerDesigned to provide strong performance for residential, commercial, and industrial environments, the AiPower ADG15000ES Silent Diesel Generator ensures continuous power during blackouts. This generator is perfect for managing peak demands during emergencie","","","","","","Diesel Generator","Generator","New","FALSE","","","","","","{""fuel_type"":""Diesel""}"
"","aipower-adg15000es-10000w-silent-diesel-generator-backup-power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346490.jpg","2","Aipower Adg15000es 10000w Silent Diesel Generator Backup Power","","","","","","","","","","","","","","","","","","",""
"","aipower-adg15000es-10000w-silent-diesel-generator-backup-power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346498.jpg","3","Aipower Adg15000es 10000w Silent Diesel Generator Backup Power","","","","","","","","","","","","","","","","","","",""
"Dca Heavy Duty 7 5 Kva Recoil Self Start Portable Petrol Generatorthree Phase Effortless Self Reco","dca-heavy-duty-7-5-kva-recoil-self-start-portable-petrol-generatorthree-phase-effortless-self-reco","DCA Heavy Duty 7.5 KVA Recoil & Self Start Portable Petrol GeneratorThree Phase Effortless Self RecoThe DCA generator provides stable 7000W 3 phases electrical power, with a 438cc single-cylinder, 4-stroke engine and efficient air cooling. This generator can operate continuously for up to 7 hours and features easy manual operation. Suitable for home use or during power outages, it ensures a reliable and convenient power supply, Warranty 6 months.","AIpower Kuwait","Generator","Gasoline Generator","Generator, Gasoline Generator","TRUE","Active","AIP-582","","Title","Default Title","","","","","","","","365","","","TRUE","","","","","","shopify","3","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774692054.jpg","1","Dca Heavy Duty 7 5 Kva Recoil Self Start Portable Petrol Generatorthree Phase Effortless Self Reco","","FALSE","Dca Heavy Duty 7 5 Kva Recoil Self Start Portable Petrol Generatorthree Phase Effortless Self Reco","DCA Heavy Duty 7.5 KVA Recoil & Self Start Portable Petrol GeneratorThree Phase Effortless Self RecoThe DCA generator provides stable 7000W 3 phases electrical power, with a 438cc single-cylinder, 4-stroke engine and efficient air cooling. This generator can operate continuously for up to 7 hours and features easy manu","","","","","","Gasoline Generator","Generator","New","FALSE","","","","","",""
"","dca-heavy-duty-7-5-kva-recoil-self-start-portable-petrol-generatorthree-phase-effortless-self-reco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774692068.jpg","2","Dca Heavy Duty 7 5 Kva Recoil Self Start Portable Petrol Generatorthree Phase Effortless Self Reco","","","","","","","","","","","","","","","","","","",""
"","dca-heavy-duty-7-5-kva-recoil-self-start-portable-petrol-generatorthree-phase-effortless-self-reco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774692105.jpg","3","Dca Heavy Duty 7 5 Kva Recoil Self Start Portable Petrol Generatorthree Phase Effortless Self Reco","","","","","","","","","","","","","","","","","","",""
"","dca-heavy-duty-7-5-kva-recoil-self-start-portable-petrol-generatorthree-phase-effortless-self-reco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774692916.jpg","4","Dca Heavy Duty 7 5 Kva Recoil Self Start Portable Petrol Generatorthree Phase Effortless Self Reco","","","","","","","","","","","","","","","","","","",""
"Aipower 20kva Standby Diesel Generator Perkins Engine Backup Power","aipower-20kva-standby-diesel-generator-perkins-engine-backup-power","AiPower 20kVA Standby Diesel Generator | Perkins Engine | Backup PowerEnsure uninterrupted power during outages with the AiPower ADG20PS Standby Diesel Generator, engineered to deliver robust performance for homes, businesses, and industrial settings. Combining a rugged Perkins engine and precision-crafted Senci alternator, this generator offers 20kVA prime power and 22kVA standby power, making it ideal for handling peak demands during emergencies.","AIpower Kuwait","Generator","Diesel Generator","Generator, Diesel Generator, Diesel","TRUE","Active","AIP-585","","Title","Default Title","","","","","","","","2750","","","TRUE","","","","","","shopify","1","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774701082.jpg","1","Aipower 20kva Standby Diesel Generator Perkins Engine Backup Power","","FALSE","Aipower 20kva Standby Diesel Generator Perkins Engine Backup Power","AiPower 20kVA Standby Diesel Generator | Perkins Engine | Backup PowerEnsure uninterrupted power during outages with the AiPower ADG20PS Standby Diesel Generator, engineered to deliver robust performance for homes, businesses, and industrial settings. Combining a rugged Perkins engine and precision-crafted Senci altern","","","","","","Diesel Generator","Generator","New","FALSE","","","","","","{""fuel_type"":""Diesel""}"
"","aipower-20kva-standby-diesel-generator-perkins-engine-backup-power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774701089.jpg","2","Aipower 20kva Standby Diesel Generator Perkins Engine Backup Power","","","","","","","","","","","","","","","","","","",""
"","aipower-20kva-standby-diesel-generator-perkins-engine-backup-power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774701097.jpg","3","Aipower 20kva Standby Diesel Generator Perkins Engine Backup Power","","","","","","","","","","","","","","","","","","",""
"","aipower-20kva-standby-diesel-generator-perkins-engine-backup-power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774701104.jpg","4","Aipower 20kva Standby Diesel Generator Perkins Engine Backup Power","","","","","","","","","","","","","","","","","","",""
"Petrol Generator Senci 8 5kw %e2%80%93 Heavy Duty Power Generator","petrol-generator-senci-8-5kw-–-heavy-duty-power-generator","Petrol Generator SenCi 8.5kW – Heavy Duty Power GeneratorThe Senci SC11000E-III Generator is a powerful and reliable heavy-duty generator designed for demanding applications such as homes, workshops, construction sites, and commercial use. With a running power of 8.0kW and maximum output of 8.5kW, it delivers strong and stable electricity for operating multiple appliances and heavy equipment. Equipped with an electric start system and durable build, this generator ensures easy operation and long-lasting performance. Its robust frame and high-quality components make it ideal for continuous use in tough environments. Key Features: Running Power – 8.0kW | Max Power – 8.5kW.Electric Start System for easy operation.Heavy Duty Engine for reliable performance.Stable Power Output for appliances and tools.Durable Frame with Wheels for mobility.Suitable for Continuous and Heavy Use.","AIpower Kuwait","Generator","Gasoline Generator","Generator, Gasoline Generator","TRUE","Active","AIP-1071","","Title","Default Title","","","","","","","","210","","","TRUE","","","","","","shopify","2","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776169806.jpg","1","Petrol Generator Senci 8 5kw %e2%80%93 Heavy Duty Power Generator","","FALSE","Petrol Generator Senci 8 5kw %e2%80%93 Heavy Duty Power Generator","Petrol Generator SenCi 8.5kW – Heavy Duty Power GeneratorThe Senci SC11000E-III Generator is a powerful and reliable heavy-duty generator designed for demanding applications such as homes, workshops, construction sites, and commercial use. With a running power of 8.0kW and maximum output of 8.5kW, it delivers strong an","","","","","","Gasoline Generator","Generator","New","FALSE","","","","","",""
"","petrol-generator-senci-8-5kw-–-heavy-duty-power-generator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776170072.jpg","2","Petrol Generator Senci 8 5kw %e2%80%93 Heavy Duty Power Generator","","","","","","","","","","","","","","","","","","",""
