"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option1 Linked To","Option2 name","Option2 value","Option2 Linked To","Option3 name","Option3 value","Option3 Linked To","Price","Compare-at price","Cost per item","Charge tax","Tax code","Unit price total measure","Unit price total measure unit","Unit price base measure","Unit price base measure unit","Inventory tracker","Inventory quantity","Continue selling when out of stock","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text","Variant image URL","Gift card","SEO title","SEO description","Color (product.metafields.shopify.color-pattern)","Google Shopping / Google product category","Google Shopping / Gender","Google Shopping / Age group","Google Shopping / Manufacturer part number (MPN)","Google Shopping / Ad group name","Google Shopping / Ads labels","Google Shopping / Condition","Google Shopping / Custom product","Google Shopping / Custom label 0","Google Shopping / Custom label 1","Google Shopping / Custom label 2","Google Shopping / Custom label 3","Google Shopping / Custom label 4","Metafield: custom.specifications [json]"
"","total-combo-2-in-1-impact-wrench-405nm-flashlight-2x2-0ah-carrying-case-industrial-accessories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775896149.jpg","3","Total Combo 2 In 1 Impact Wrench 405nm Flashlight 2x2 0ah Carrying Case Industrial Accessories","","","","","","","","","","","","","","","","","","",""
"","total-combo-2-in-1-impact-wrench-405nm-flashlight-2x2-0ah-carrying-case-industrial-accessories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775896155.jpg","4","Total Combo 2 In 1 Impact Wrench 405nm Flashlight 2x2 0ah Carrying Case Industrial Accessories","","","","","","","","","","","","","","","","","","",""
"Total 20v 2ah Cordless Paint Spray Gun","total-20v-2ah-cordless-paint-spray-gun","TOTAL 20V 2Ah Cordless Paint Spray GunFree up your jobsite with the TOTAL TSGLI20042 Cordless Paint Sprayer, a lightweight and powerful solution that offers complete mobility and smooth application on all your finishing projects. Voltage: 20 V (P20S)Motor technology: BL MOTOR (Brushless)Paint flow rate (50DIN): 325 ml/minWater flow rate: 800 ml/minMaximum viscosity: 120 DIN-sNozzle diameters: 1.5 mm and 2.5 mm included: Nozzle material: Pure copperReservoir: graduated up to 1000 mlNet weight: approx. 1.3 kg without battery.","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-975","","Title","Default Title","","","","","","","","25.5","","","TRUE","","","","","","shopify","5","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775897011.jpg","1","Total 20v 2ah Cordless Paint Spray Gun","","FALSE","Total 20v 2ah Cordless Paint Spray Gun","TOTAL 20V 2Ah Cordless Paint Spray GunFree up your jobsite with the TOTAL TSGLI20042 Cordless Paint Sprayer, a lightweight and powerful solution that offers complete mobility and smooth application on all your finishing projects. Voltage: 20 V (P20S)Motor technology: BL MOTOR (Brushless)Paint flow rate (50DIN): 325 ml/","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","total-20v-2ah-cordless-paint-spray-gun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775897017.jpg","2","Total 20v 2ah Cordless Paint Spray Gun","","","","","","","","","","","","","","","","","","",""
"Total Compact Brushless Cordless Impact Drill Without Battery Charger 20 V 13 Mm Chuck Size 30000","total-compact-brushless-cordless-impact-drill-without-battery-charger-20-v-13-mm-chuck-size-30000","Total Compact Brushless Cordless Impact Drill Without Battery & Charger 20 V 13 mm Chuck Size 30000The Total TIDLI20558 is a powerful and compact 20V brushless cordless impact drill, perfect for both professional and DIY use. Its brushless motor delivers. Brushless motor: Voltage: 20V No-load speed: 0-500/0-2000rpm Max impact rate: 30000bpm Max torque: 55Nm Metal chuck Chuck capacity: 13mm Torque settings: 22+1+1 Mechanical 2-speed gear Spindle lock function Integrated LED work light LED battery power indicator Include: 2 Pcs 2.0Ah battery pack(TFBLI20011) 1 Pcs charger(TFCLI2001) Charge volts: 220-240V~50/60Hz 47 Pcs accessories 3 Pcs masonry drill bits Packed by carrying case","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-978","","Title","Default Title","","","","","","","","27.75","","","TRUE","","","","","","shopify","5","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775929207.jpg","1","Total Compact Brushless Cordless Impact Drill Without Battery Charger 20 V 13 Mm Chuck Size 30000","","FALSE","Total Compact Brushless Cordless Impact Drill Without Battery Charger 20 V 13 Mm Chuck Size 30000","Total Compact Brushless Cordless Impact Drill Without Battery & Charger 20 V 13 mm Chuck Size 30000The Total TIDLI20558 is a powerful and compact 20V brushless cordless impact drill, perfect for both professional and DIY use. Its brushless motor delivers. Brushless motor: Voltage: 20V No-load speed: 0-500/0-2000rpm Max","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","total-compact-brushless-cordless-impact-drill-without-battery-charger-20-v-13-mm-chuck-size-30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775930766.jpg","2","Total Compact Brushless Cordless Impact Drill Without Battery Charger 20 V 13 Mm Chuck Size 30000","","","","","","","","","","","","","","","","","","",""
"Total 20v 66nm Brushless Cordless Drill With 2 Batteries 47 Piece Accessory Kit Carrying Case","total-20v-66nm-brushless-cordless-drill-with-2-batteries-47-piece-accessory-kit-carrying-case","TOTAL 20V 66Nm Brushless Cordless Drill with 2 Batteries, 47-Piece Accessory Kit & Carrying CaseBrushless motor: Voltage: 20VNo-load speed: 0-500/0-2000rpmMax impact rate: 30000bpmMax torque: 66NmMetal chuckChuck capacity: 13mmTorque settings: 22+1+1Mechanical 2-speed gearSpindle lock functionIntegrated LED work lightLED battery power indicator Include: 2 Pcs 2.0Ah battery pack(TFBLI20011)1 Pcs charger(TFCLI2001)Charge volts: 220-240V~50/60Hz47 Pcs accessories3 Pcs masonry drill bitsPacked by carrying case","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-981","","Title","Default Title","","","","","","","","34.5","","","TRUE","","","","","","shopify","7","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775930268.jpg","1","Total 20v 66nm Brushless Cordless Drill With 2 Batteries 47 Piece Accessory Kit Carrying Case","","FALSE","Total 20v 66nm Brushless Cordless Drill With 2 Batteries 47 Piece Accessory Kit Carrying Case","TOTAL 20V 66Nm Brushless Cordless Drill with 2 Batteries, 47-Piece Accessory Kit & Carrying CaseBrushless motor: Voltage: 20VNo-load speed: 0-500/0-2000rpmMax impact rate: 30000bpmMax torque: 66NmMetal chuckChuck capacity: 13mmTorque settings: 22+1+1Mechanical 2-speed gearSpindle lock functionIntegrated LED work lightL","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","total-20v-66nm-brushless-cordless-drill-with-2-batteries-47-piece-accessory-kit-carrying-case","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775930424.jpg","2","Total 20v 66nm Brushless Cordless Drill With 2 Batteries 47 Piece Accessory Kit Carrying Case","","","","","","","","","","","","","","","","","","",""
"Total 20v Professional Ceramic Vibrator With Accessory Kit And Case","total-20v-professional-ceramic-vibrator-with-accessory-kit-and-case","TOTAL 20V Professional Ceramic Vibrator with Accessory Kit and CaseThe TOTAL TTVLI20018 cordless tile vibrator is a professional installation tool designed to improve tile laying accuracy and bonding. It uses controlled vibration to eliminate trapped air under tiles, ensuring even adhesive spread, stronger adhesion. Its battery-powered design allows unrestricted movement for floor or wall tiling jobs, while the suction cup system helps grip tiles securely for precise placement.","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-984","","Title","Default Title","","","","","","","","28.5","","","TRUE","","","","","","shopify","9","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775937440.jpg","1","Total 20v Professional Ceramic Vibrator With Accessory Kit And Case","","FALSE","Total 20v Professional Ceramic Vibrator With Accessory Kit And Case","TOTAL 20V Professional Ceramic Vibrator with Accessory Kit and CaseThe TOTAL TTVLI20018 cordless tile vibrator is a professional installation tool designed to improve tile laying accuracy and bonding. It uses controlled vibration to eliminate trapped air under tiles, ensuring even adhesive spread, stronger adhesion. It","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","total-20v-professional-ceramic-vibrator-with-accessory-kit-and-case","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775937454.jpg","2","Total 20v Professional Ceramic Vibrator With Accessory Kit And Case","","","","","","","","","","","","","","","","","","",""
"","total-20v-professional-ceramic-vibrator-with-accessory-kit-and-case","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775975581.jpg","3","Total 20v Professional Ceramic Vibrator With Accessory Kit And Case","","","","","","","","","","","","","","","","","","",""
"Powertex 520w Orbital Sander Model Ppt Os 114 Smooth And Fast Sanding For Wood And Furniture","powertex-520w-orbital-sander-model-ppt-os-114-smooth-and-fast-sanding-for-wood-and-furniture","POWERTEX 520W Orbital Sander Model PPT-OS-114 | Smooth and fast sanding for wood and furnitureThe POWERTEX PPT-OS-114 orbital sander provides consistent, smooth sanding for woodworking, furniture, and interior finishing. With its 520W motor and 114x234 mm sanding pad, it allows for fast and precise sanding of medium to large surfaces. Warranty 6 months.","AIpower Kuwait","Tools","Electric","Tools, Electric","TRUE","Active","AIP-987","","Title","Default Title","","","","","","","","18","","","TRUE","","","","","","shopify","7","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775976657.jpg","1","Powertex 520w Orbital Sander Model Ppt Os 114 Smooth And Fast Sanding For Wood And Furniture","","FALSE","Powertex 520w Orbital Sander Model Ppt Os 114 Smooth And Fast Sanding For Wood And Furniture","POWERTEX 520W Orbital Sander Model PPT-OS-114 | Smooth and fast sanding for wood and furnitureThe POWERTEX PPT-OS-114 orbital sander provides consistent, smooth sanding for woodworking, furniture, and interior finishing. With its 520W motor and 114x234 mm sanding pad, it allows for fast and precise sanding of medium to","","","","","","Electric","Tools","New","FALSE","","","","","",""
"","powertex-520w-orbital-sander-model-ppt-os-114-smooth-and-fast-sanding-for-wood-and-furniture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775976672.jpg","2","Powertex 520w Orbital Sander Model Ppt Os 114 Smooth And Fast Sanding For Wood And Furniture","","","","","","","","","","","","","","","","","","",""
"","powertex-520w-orbital-sander-model-ppt-os-114-smooth-and-fast-sanding-for-wood-and-furniture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775976716.jpg","3","Powertex 520w Orbital Sander Model Ppt Os 114 Smooth And Fast Sanding For Wood And Furniture","","","","","","","","","","","","","","","","","","",""
"Powertex Brushless Cordless Impact Wrench 20v 1 2 Inch Model Ppt Cl Ew 350 40","powertex-brushless-cordless-impact-wrench-20v-1-2-inch-model-ppt-cl-ew-350-40","POWERTEX Brushless Cordless Impact Wrench 20V 1/2-inch Model PPT-CL-EW-350-40The POWERTEX cordless impact wrench is easy to use and has high torque. The POWERTEX is a high-torque, cordless brushless impact wrench with a 4.0Ah battery that charges in just 2 hours. It\""s ideal for screwing, maintenance, and professional use. This tool accommodates M8–M16 socket sizes and a 1/2-inch drive, providing a maximum input torque of 750 Nm and an output torque of 880 Nm, making heavy-duty screw and bolt tightening easy. Weighing only 1.84 kg, the device allows for comfortable use over extended periods without hand fatigue. Warranty 6 months.","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-990","","Title","Default Title","","","","","","","","48.75","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775977532.jpg","1","Powertex Brushless Cordless Impact Wrench 20v 1 2 Inch Model Ppt Cl Ew 350 40","","FALSE","Powertex Brushless Cordless Impact Wrench 20v 1 2 Inch Model Ppt Cl Ew 350 40","POWERTEX Brushless Cordless Impact Wrench 20V 1/2-inch Model PPT-CL-EW-350-40The POWERTEX cordless impact wrench is easy to use and has high torque. The POWERTEX is a high-torque, cordless brushless impact wrench with a 4.0Ah battery that charges in just 2 hours. It\""s ideal for screwing, maintenance, and professional ","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","powertex-brushless-cordless-impact-wrench-20v-1-2-inch-model-ppt-cl-ew-350-40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775977545.jpg","2","Powertex Brushless Cordless Impact Wrench 20v 1 2 Inch Model Ppt Cl Ew 350 40","","","","","","","","","","","","","","","","","","",""
"","powertex-brushless-cordless-impact-wrench-20v-1-2-inch-model-ppt-cl-ew-350-40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775977554.jpg","3","Powertex Brushless Cordless Impact Wrench 20v 1 2 Inch Model Ppt Cl Ew 350 40","","","","","","","","","","","","","","","","","","",""
"","powertex-brushless-cordless-impact-wrench-20v-1-2-inch-model-ppt-cl-ew-350-40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775977563.jpg","4","Powertex Brushless Cordless Impact Wrench 20v 1 2 Inch Model Ppt Cl Ew 350 40","","","","","","","","","","","","","","","","","","",""
"Total 20v Cordless Tools Cordless Blower","total-20v-cordless-tools-cordless-blower","TOTAL 20V Cordless tools Cordless blowerSave time and get your garden looking immaculate with the TOTAL 20V Cordless Leaf Blower with Variable Speed TABLI200181: reliable power, optimal maneuverability and ease of use for all your backyard work. Specifications: 🔌 Voltage: 20 V🔋 Battery: Li‑Ion 2.0 Ah included🔄 Speeds: 2 levels (0–9,000 and 0–18,000 rpm)💨 Max air flow: 2.7 m³/min","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-993","","Title","Default Title","","","","","","","","18.75","","","TRUE","","","","","","shopify","8","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775979111.jpg","1","Total 20v Cordless Tools Cordless Blower","","FALSE","Total 20v Cordless Tools Cordless Blower","TOTAL 20V Cordless tools Cordless blowerSave time and get your garden looking immaculate with the TOTAL 20V Cordless Leaf Blower with Variable Speed TABLI200181: reliable power, optimal maneuverability and ease of use for all your backyard work. Specifications: 🔌 Voltage: 20 V🔋 Battery: Li‑Ion 2.0 Ah included🔄 Speed","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","total-20v-cordless-tools-cordless-blower","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775979135.jpg","2","Total 20v Cordless Tools Cordless Blower","","","","","","","","","","","","","","","","","","",""
"Powertex 25mm 400w Long Neck Angle Grinder %e2%80%93 Powerful Easy To Control Professional Use","powertex-25mm-400w-long-neck-angle-grinder-–-powerful-easy-to-control-professional-use","PowerTex 25mm 400W Long Neck Angle Grinder – Powerful, Easy to Control, Professional UseKey features of the long neck grinder: • 400W power output, ideal for heavy-duty and continuous use.• No-load rotation speed of 27000 rpm allows for fast and precise grinding.• 25 mm diameter. Compatible with various grinding bits.• 6 mm chuck size, compatible with standard grinding bits.• Lightweight at only 1.45 kg, easy to carry and control. Safety in use: • Always use safety glasses and a dust mask.• Inspect the grinding wheel before use for safety.• Hold the machine firmly to reduce the risk of slipping or jerking.","AIpower Kuwait","Tools","Electric","Tools, Electric","TRUE","Active","AIP-996","","Title","Default Title","","","","","","","","13.5","","","TRUE","","","","","","shopify","6","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775980096.jpg","1","Powertex 25mm 400w Long Neck Angle Grinder %e2%80%93 Powerful Easy To Control Professional Use","","FALSE","Powertex 25mm 400w Long Neck Angle Grinder %e2%80%93 Powerful Easy To Control Professional Use","PowerTex 25mm 400W Long Neck Angle Grinder – Powerful, Easy to Control, Professional UseKey features of the long neck grinder: • 400W power output, ideal for heavy-duty and continuous use.• No-load rotation speed of 27000 rpm allows for fast and precise grinding.• 25 mm diameter. Compatible with various grinding bits.•","","","","","","Electric","Tools","New","FALSE","","","","","",""
"","powertex-25mm-400w-long-neck-angle-grinder-–-powerful-easy-to-control-professional-use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775980105.jpg","2","Powertex 25mm 400w Long Neck Angle Grinder %e2%80%93 Powerful Easy To Control Professional Use","","","","","","","","","","","","","","","","","","",""
"","powertex-25mm-400w-long-neck-angle-grinder-–-powerful-easy-to-control-professional-use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775980121.jpg","3","Powertex 25mm 400w Long Neck Angle Grinder %e2%80%93 Powerful Easy To Control Professional Use","","","","","","","","","","","","","","","","","","",""
"Ingco 20v Li Ion Cordless 4pcs Combo Kit Drill Driver Jigsaw Circular Saw","ingco-20v-li-ion-cordless-4pcs-combo-kit-drill-driver-jigsaw-circular-saw","INGCO 20V Li-Ion Cordless 4pcs Combo Kit Drill,Driver,JIgsaw, Circular SawIngco CKLI2010 Li-Ion Cordless 4pcs Combo Kit Drill,Driver,JIgsaw, Circular Saw: With 1PCS Lithium-Ion cordless drillWith 1PCS With 1PCS Lithium-Ion impact driverWith 1PCSLithium-Ion jig sawWith Lithium-Ion circular sawWith 2pcs 4 0Ah battery packWith 1pc 1Hr fast chargerLithium-Ion cordless drill:Voltage:20VNo-load speed:0-400/0-1500/minMax torque:45NMChuck capacity:0 8-10mmTorque settings:15+1Mechanical 2-speed gearCharge volts:220V-240V 50/60HzIntegrated work lightLED battery power indicatorLithium-Ion impact driverBrushless MotorDrill voltage:20VHex shank:1/4""""No-load speed:0-1300/0-2100/minImpact rate:0-2000/0-3300bpmMax torque:170NMLithium-Ion jig sawVoltage:20VNo-load speed:2400rpmCutting capacity:Metal:8mm","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-999","","Title","Default Title","","","","","","","","73.5","","","TRUE","","","","","","shopify","2","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775997461.jpg","1","Ingco 20v Li Ion Cordless 4pcs Combo Kit Drill Driver Jigsaw Circular Saw","","FALSE","Ingco 20v Li Ion Cordless 4pcs Combo Kit Drill Driver Jigsaw Circular Saw","INGCO 20V Li-Ion Cordless 4pcs Combo Kit Drill,Driver,JIgsaw, Circular SawIngco CKLI2010 Li-Ion Cordless 4pcs Combo Kit Drill,Driver,JIgsaw, Circular Saw: With 1PCS Lithium-Ion cordless drillWith 1PCS With 1PCS Lithium-Ion impact driverWith 1PCSLithium-Ion jig sawWith Lithium-Ion circular sawWith 2pcs 4 0Ah battery pac","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","ingco-20v-li-ion-cordless-4pcs-combo-kit-drill-driver-jigsaw-circular-saw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775997464.jpg","2","Ingco 20v Li Ion Cordless 4pcs Combo Kit Drill Driver Jigsaw Circular Saw","","","","","","","","","","","","","","","","","","",""
"Total 20v 4ah Lithium Ion Battery Pack","total-20v-4ah-lithium-ion-battery-pack","TOTAL 20V 4AH Lithium-Ion battery packTotal Voltage: 20V, Lithium-Ion 4.0Ah battery pack, LED battery power indicator, One battery fits all P20S multiple tools, Packed by color box.","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-1002","","Title","Default Title","","","","","","","","13.5","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775998744.jpg","1","Total 20v 4ah Lithium Ion Battery Pack","","FALSE","Total 20v 4ah Lithium Ion Battery Pack","TOTAL 20V 4AH Lithium-Ion battery packTotal Voltage: 20V, Lithium-Ion 4.0Ah battery pack, LED battery power indicator, One battery fits all P20S multiple tools, Packed by color box.","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","total-20v-4ah-lithium-ion-battery-pack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775998777.jpg","2","Total 20v 4ah Lithium Ion Battery Pack","","","","","","","","","","","","","","","","","","",""
"Total Lithium Ion Battery Pack 20v 5 0ah Capacity","total-lithium-ion-battery-pack-20v-5-0ah-capacity","TOTAL Lithium- Ion Battery Pack 20V 5.0Ah CapacityTotal 5Ah Lithium-ion Battery Pack - TFBLI20531, Voltage: 20V, Lithium-Ion 5.0Ah battery pack, LED battery power indicator, One battery fits all P20S multiple tools, Packed by color box.","AIpower Kuwait","Tools","Cordless","Tools, Cordless","TRUE","Active","AIP-1005","","Title","Default Title","","","","","","","","16.5","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775999152.jpg","1","Total Lithium Ion Battery Pack 20v 5 0ah Capacity","","FALSE","Total Lithium Ion Battery Pack 20v 5 0ah Capacity","TOTAL Lithium- Ion Battery Pack 20V 5.0Ah CapacityTotal 5Ah Lithium-ion Battery Pack - TFBLI20531, Voltage: 20V, Lithium-Ion 5.0Ah battery pack, LED battery power indicator, One battery fits all P20S multiple tools, Packed by color box.","","","","","","Cordless","Tools","New","FALSE","","","","","",""
"","total-lithium-ion-battery-pack-20v-5-0ah-capacity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775999188.jpg","2","Total Lithium Ion Battery Pack 20v 5 0ah Capacity","","","","","","","","","","","","","","","","","","",""
"Total Angle Grinder 710w 115","total-angle-grinder-710w-115","Total Angle Grinder 710W 115Power through cutting and grinding tasks with a compact angle grinder built for fast, controlled handling. With a strong 710 W motor and a high no load speed, it delivers the steady performance you need for clean results on everyday workshop and site jobs. The 115 disc size keeps it agile in tighter areas, while the auxiliary handle helps improve stability and comfort during use.","AIpower Kuwait","Tools","Electric","Tools, Electric","TRUE","Active","AIP-1011","","Title","Default Title","","","","","","","","10.5","","","TRUE","","","","","","shopify","7","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776003673.jpg","1","Total Angle Grinder 710w 115","","FALSE","Total Angle Grinder 710w 115","Total Angle Grinder 710W 115Power through cutting and grinding tasks with a compact angle grinder built for fast, controlled handling. With a strong 710 W motor and a high no load speed, it delivers the steady performance you need for clean results on everyday workshop and site jobs. The 115 disc size keeps it agile in","","","","","","Electric","Tools","New","FALSE","","","","","",""
"","total-angle-grinder-710w-115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776003692.jpg","2","Total Angle Grinder 710w 115","","","","","","","","","","","","","","","","","","",""
"","total-angle-grinder-710w-115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776003704.jpg","3","Total Angle Grinder 710w 115","","","","","","","","","","","","","","","","","","",""
"Total Angle Grinder 960w 115","total-angle-grinder-960w-115","Total Angle Grinder 960W 115Power through cutting and grinding tasks with a compact angle grinder built for fast, controlled handling. With a strong 960 W motor and a high no load speed, it delivers the steady performance you need for clean results on everyday workshop and site jobs. The 115 disc size keeps it agile in tighter areas, while the auxiliary handle helps improve stability and comfort during use.","AIpower Kuwait","Tools","Electric","Tools, Electric","TRUE","Active","AIP-1014","","Title","Default Title","","","","","","","","15","","","TRUE","","","","","","shopify","3","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776004120.jpg","1","Total Angle Grinder 960w 115","","FALSE","Total Angle Grinder 960w 115","Total Angle Grinder 960W 115Power through cutting and grinding tasks with a compact angle grinder built for fast, controlled handling. With a strong 960 W motor and a high no load speed, it delivers the steady performance you need for clean results on everyday workshop and site jobs. The 115 disc size keeps it agile in","","","","","","Electric","Tools","New","FALSE","","","","","",""
"","total-angle-grinder-960w-115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776004132.jpg","2","Total Angle Grinder 960w 115","","","","","","","","","","","","","","","","","","",""
"Total Jigsaw 800w 135mm With 5 Weapons","total-jigsaw-800w-135mm-with-5-weapons","TOTAL Jigsaw 800W 135mm With 5 WeaponsA Total jigsaw is a versatile and easy-to-use power tool that allows DIYers and professionals alike to make straight or intricate curved cuts for craft projects or other woodworking tasks. Built with a robust 800W motor, this jigsaw provides the punch needed for quick and efficient cuts. Its ergonomic design ensures a comfortable grip, making it easy to maneuver through your cutting tasks.","AIpower Kuwait","Tools","Electric","Tools, Electric","TRUE","Active","AIP-1017","","Title","Default Title","","","","","","","","21","","","TRUE","","","","","","shopify","7","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776004620.jpg","1","Total Jigsaw 800w 135mm With 5 Weapons","","FALSE","Total Jigsaw 800w 135mm With 5 Weapons","TOTAL Jigsaw 800W 135mm With 5 WeaponsA Total jigsaw is a versatile and easy-to-use power tool that allows DIYers and professionals alike to make straight or intricate curved cuts for craft projects or other woodworking tasks. Built with a robust 800W motor, this jigsaw provides the punch needed for quick and efficient","","","","","","Electric","Tools","New","FALSE","","","","","",""
"","total-jigsaw-800w-135mm-with-5-weapons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776004992.jpg","2","Total Jigsaw 800w 135mm With 5 Weapons","","","","","","","","","","","","","","","","","","",""
"Total Bench Grinder 150w 150 Mm","total-bench-grinder-150w-150-mm","TOTAL Bench Grinder 150W 150 mmKeep sharpening, shaping, and clean edge finishing simple with a compact bench grinder built for steady workshop performance. With a 150 W motor and a stable heavy-duty aluminium base, it delivers controlled grinding for routine maintenance and tool touch-ups. The adjustable work rest helps you keep better angle control, while the included eye shields add extra practicality for daily use.","AIpower Kuwait","Tools","Electric","Tools, Electric","TRUE","Active","AIP-1029","","Title","Default Title","","","","","","","","16.5","","","TRUE","","","","","","shopify","6","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776027547.jpg","1","Total Bench Grinder 150w 150 Mm","","FALSE","Total Bench Grinder 150w 150 Mm","TOTAL Bench Grinder 150W 150 mmKeep sharpening, shaping, and clean edge finishing simple with a compact bench grinder built for steady workshop performance. With a 150 W motor and a stable heavy-duty aluminium base, it delivers controlled grinding for routine maintenance and tool touch-ups. The adjustable work rest hel","","","","","","Electric","Tools","New","FALSE","","","","","",""
"","total-bench-grinder-150w-150-mm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776027550.jpg","2","Total Bench Grinder 150w 150 Mm","","","","","","","","","","","","","","","","","","",""
