"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option1 Linked To","Option2 name","Option2 value","Option2 Linked To","Option3 name","Option3 value","Option3 Linked To","Price","Compare-at price","Cost per item","Charge tax","Tax code","Unit price total measure","Unit price total measure unit","Unit price base measure","Unit price base measure unit","Inventory tracker","Inventory quantity","Continue selling when out of stock","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text","Variant image URL","Gift card","SEO title","SEO description","Color (product.metafields.shopify.color-pattern)","Google Shopping / Google product category","Google Shopping / Gender","Google Shopping / Age group","Google Shopping / Manufacturer part number (MPN)","Google Shopping / Ad group name","Google Shopping / Ads labels","Google Shopping / Condition","Google Shopping / Custom product","Google Shopping / Custom label 0","Google Shopping / Custom label 1","Google Shopping / Custom label 2","Google Shopping / Custom label 3","Google Shopping / Custom label 4"
"","ماكينة-لحام-انفيرتر-رقمية-للحام-الأكثر-سمكا-من-dca","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776142454.jpg","2","ماكينة لحام انفيرتر رقمية للحام الأكثر سمكا من Dca","","","","","","","","","","","","","","","","","",""
"","ماكينة-لحام-انفيرتر-رقمية-للحام-الأكثر-سمكا-من-dca","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776142484.jpg","3","ماكينة لحام انفيرتر رقمية للحام الأكثر سمكا من Dca","","","","","","","","","","","","","","","","","",""
"قاطعة الرخام الكهربائية بقوة 1600 واط","قاطعة-الرخام-الكهربائية-بقوة-1600-واط","غير متوفرقاطعة الرخام الكهربائية بقوة 1600 واطاستمتع بقوة ودقة قاطع الرخام MC002 من ماكوت، مقاس 110 مم وقوة 1600 واط، صُممت هذه الأداة عالية الأداء خصيصًا لقطع الرخام، مما يوفر لك حوافًا نظيفة ودقة لا مثيل لها، يضمن محركها القوي بقدرة 1600 واط إمكانية التعامل حتى مع أصعب المواد دون المساس بالأداء.وقت التحضير 1 يوم21.750 د.ك29.000 د.ك+ أضف إلى السلة","AIpower Kuwait","أدوات","الكهربائية","أدوات, الكهربائية","TRUE","Active","AIP-603","","Title","Default Title","","","","","","","","","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054223.jpg","1","قاطعة الرخام الكهربائية بقوة 1600 واط","","FALSE","قاطعة الرخام الكهربائية بقوة 1600 واط","غير متوفرقاطعة الرخام الكهربائية بقوة 1600 واطاستمتع بقوة ودقة قاطع الرخام MC002 من ماكوت، مقاس 110 مم وقوة 1600 واط، صُممت هذه الأداة عالية الأداء خصيصًا لقطع الرخام، مما يوفر لك حوافًا نظيفة ودقة لا مثيل لها، يضمن محركها القوي بقدرة 1600 واط إمكانية التعامل حتى مع أصعب المواد دون المساس بالأداء.وقت التحضير 1 يوم21.75","","","","","","الكهربائية","أدوات","New","FALSE","","","","",""
"","قاطعة-الرخام-الكهربائية-بقوة-1600-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054228.jpg","2","قاطعة الرخام الكهربائية بقوة 1600 واط","","","","","","","","","","","","","","","","","",""
"","قاطعة-الرخام-الكهربائية-بقوة-1600-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054232.jpg","3","قاطعة الرخام الكهربائية بقوة 1600 واط","","","","","","","","","","","","","","","","","",""
"","قاطعة-الرخام-الكهربائية-بقوة-1600-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054238.jpg","4","قاطعة الرخام الكهربائية بقوة 1600 واط","","","","","","","","","","","","","","","","","",""
"","قاطعة-الرخام-الكهربائية-بقوة-1600-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054243.jpg","5","قاطعة الرخام الكهربائية بقوة 1600 واط","","","","","","","","","","","","","","","","","",""
"منشار متري كهربائي مقاس 10 بوصة 255 مم بقدرة 1800 واط","منشار-متري-كهربائي-مقاس-10-بوصة-255-مم-بقدرة-1800-واط","غير متوفرمنشار متري كهربائي مقاس 10 بوصة (255 مم) بقدرة 1800 واطنقدم لكم منشار متري من ماكوت، الأداة الأمثل للقطع الدقيق والفعال، يتميز هذا المنشار بشفرة متينة بطول 10 بوصات (255 مم) ومحرك قوي بقدرة 1800 واط، وهو مصمم لإنجاز مختلف مهام القطع بسهولة، سواء كنت مقاولًا محترفًا أو من هواة الأعمال اليدوية، يوفر لك هذا المنشار أداءً استثنائيًا وموثوقية عالية يمكنك الاعتماد عليها.وقت التحضير 1 يوم31.500 د.ك42.000 د.ك+ أضف إلى السلة","AIpower Kuwait","أدوات","الكهربائية","أدوات, الكهربائية","TRUE","Active","AIP-606","","Title","Default Title","","","","","","","","","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063151.jpg","1","منشار متري كهربائي مقاس 10 بوصة 255 مم بقدرة 1800 واط","","FALSE","منشار متري كهربائي مقاس 10 بوصة 255 مم بقدرة 1800 واط","غير متوفرمنشار متري كهربائي مقاس 10 بوصة (255 مم) بقدرة 1800 واطنقدم لكم منشار متري من ماكوت، الأداة الأمثل للقطع الدقيق والفعال، يتميز هذا المنشار بشفرة متينة بطول 10 بوصات (255 مم) ومحرك قوي بقدرة 1800 واط، وهو مصمم لإنجاز مختلف مهام القطع بسهولة، سواء كنت مقاولًا محترفًا أو من هواة الأعمال اليدوية، يوفر لك هذا المنش","","","","","","الكهربائية","أدوات","New","FALSE","","","","",""
"","منشار-متري-كهربائي-مقاس-10-بوصة-255-مم-بقدرة-1800-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063161.jpg","2","منشار متري كهربائي مقاس 10 بوصة 255 مم بقدرة 1800 واط","","","","","","","","","","","","","","","","","",""
"","منشار-متري-كهربائي-مقاس-10-بوصة-255-مم-بقدرة-1800-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063167.jpg","3","منشار متري كهربائي مقاس 10 بوصة 255 مم بقدرة 1800 واط","","","","","","","","","","","","","","","","","",""
"","منشار-متري-كهربائي-مقاس-10-بوصة-255-مم-بقدرة-1800-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063173.jpg","4","منشار متري كهربائي مقاس 10 بوصة 255 مم بقدرة 1800 واط","","","","","","","","","","","","","","","","","",""
"","منشار-متري-كهربائي-مقاس-10-بوصة-255-مم-بقدرة-1800-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063180.jpg","5","منشار متري كهربائي مقاس 10 بوصة 255 مم بقدرة 1800 واط","","","","","","","","","","","","","","","","","",""
"ماكينة صهر الأنابيب بقطر من 20 63 مم وبقوة 1000 واط","ماكينة-صهر-الأنابيب-بقطر-من-20-63-مم-وبقوة-1000-واط","غير متوفرماكينة صهر الأنابيب بقطر من 20-63 مم وبقوة 1000 واطنقدم لكم ماكينة صهر الأنابيب PW003 من ماكوت، بقطر 20-63 مم وقدرة 1000 واط، الحل الأمثل لصهر الأنابيب بكفاءة عالية في مختلف أعمال السباكة والبناء، صُممت هذه الماكينة القوية خصيصًا للمحترفين والمبتدئين على حد سواء، وتوفر أداءً استثنائيًا يُساعدكم على إنجاز مشاريعكم بسرعة وفعالية.وقت التحضير 1 يوم12.750 د.ك17.000 د.ك+ أضف إلى السلة","AIpower Kuwait","أدوات","الكهربائية","أدوات, الكهربائية","TRUE","Active","AIP-609","","Title","Default Title","","","","","","","","","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065079.jpg","1","ماكينة صهر الأنابيب بقطر من 20 63 مم وبقوة 1000 واط","","FALSE","ماكينة صهر الأنابيب بقطر من 20 63 مم وبقوة 1000 واط","غير متوفرماكينة صهر الأنابيب بقطر من 20-63 مم وبقوة 1000 واطنقدم لكم ماكينة صهر الأنابيب PW003 من ماكوت، بقطر 20-63 مم وقدرة 1000 واط، الحل الأمثل لصهر الأنابيب بكفاءة عالية في مختلف أعمال السباكة والبناء، صُممت هذه الماكينة القوية خصيصًا للمحترفين والمبتدئين على حد سواء، وتوفر أداءً استثنائيًا يُساعدكم على إنجاز مشاري","","","","","","الكهربائية","أدوات","New","FALSE","","","","",""
"","ماكينة-صهر-الأنابيب-بقطر-من-20-63-مم-وبقوة-1000-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065087.jpg","2","ماكينة صهر الأنابيب بقطر من 20 63 مم وبقوة 1000 واط","","","","","","","","","","","","","","","","","",""
"","ماكينة-صهر-الأنابيب-بقطر-من-20-63-مم-وبقوة-1000-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065097.jpg","3","ماكينة صهر الأنابيب بقطر من 20 63 مم وبقوة 1000 واط","","","","","","","","","","","","","","","","","",""
"","ماكينة-صهر-الأنابيب-بقطر-من-20-63-مم-وبقوة-1000-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065104.jpg","4","ماكينة صهر الأنابيب بقطر من 20 63 مم وبقوة 1000 واط","","","","","","","","","","","","","","","","","",""
"","ماكينة-صهر-الأنابيب-بقطر-من-20-63-مم-وبقوة-1000-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065109.jpg","5","ماكينة صهر الأنابيب بقطر من 20 63 مم وبقوة 1000 واط","","","","","","","","","","","","","","","","","",""
"مثقاب كهربائي مطرقي هيلتي 38 مم Sds بقوة 1500 واط","مثقاب-كهربائي-مطرقي-هيلتي-38-مم-sds-بقوة-1500-واط","باقي 7 فقطمثقاب كهربائي مطرقي هيلتي 38 مم SDS بقوة 1500 واطيتميز هذا الجهاز بأداء موثوق ومتانة عالية، إنه مثالي لكل من يرغب في إنجاز مهامه بسرعة وكفاءة دون إهدار الكثير من الوقت أو المال، يتميز مثقاب المطرقة الدوار Makute 1500W 38mm Hd118 بأداء فائق وشديد التحمل، ويستطيع هذا الجهاز التعامل مع أصعب المهام، صُمم هذا المنتج ليكون من أكثر الحلول كفاءة في السوق اليوم، إذا كنت بحاجة إلى مثقاب جديد ولا ترغب في التنازل عن الجودة فهذا المنتج هو الخيار الأمثل لك.وقت التحضير 1 يوم45.000 د.ك60.000 د.ك+ أضف إلى السلة","AIpower Kuwait","أدوات","الكهربائية","أدوات, الكهربائية","TRUE","Active","AIP-612","","Title","Default Title","","","","","","","","","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065580.jpg","1","مثقاب كهربائي مطرقي هيلتي 38 مم Sds بقوة 1500 واط","","FALSE","مثقاب كهربائي مطرقي هيلتي 38 مم Sds بقوة 1500 واط","باقي 7 فقطمثقاب كهربائي مطرقي هيلتي 38 مم SDS بقوة 1500 واطيتميز هذا الجهاز بأداء موثوق ومتانة عالية، إنه مثالي لكل من يرغب في إنجاز مهامه بسرعة وكفاءة دون إهدار الكثير من الوقت أو المال، يتميز مثقاب المطرقة الدوار Makute 1500W 38mm Hd118 بأداء فائق وشديد التحمل، ويستطيع هذا الجهاز التعامل مع أصعب المهام، صُمم هذا المن","","","","","","الكهربائية","أدوات","New","FALSE","","","","",""
"","مثقاب-كهربائي-مطرقي-هيلتي-38-مم-sds-بقوة-1500-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065586.jpg","2","مثقاب كهربائي مطرقي هيلتي 38 مم Sds بقوة 1500 واط","","","","","","","","","","","","","","","","","",""
"","مثقاب-كهربائي-مطرقي-هيلتي-38-مم-sds-بقوة-1500-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065592.jpg","3","مثقاب كهربائي مطرقي هيلتي 38 مم Sds بقوة 1500 واط","","","","","","","","","","","","","","","","","",""
"","مثقاب-كهربائي-مطرقي-هيلتي-38-مم-sds-بقوة-1500-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065597.jpg","4","مثقاب كهربائي مطرقي هيلتي 38 مم Sds بقوة 1500 واط","","","","","","","","","","","","","","","","","",""
"","مثقاب-كهربائي-مطرقي-هيلتي-38-مم-sds-بقوة-1500-واط","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065602.jpg","5","مثقاب كهربائي مطرقي هيلتي 38 مم Sds بقوة 1500 واط","","","","","","","","","","","","","","","","","",""
"منشار زاوية كهربائي جديد مقاس بقطر 255 ملم قوي بقدرة 1800 واط لقطع الخشب والمعادن بدقة","منشار-زاوية-كهربائي-جديد-مقاس-بقطر-255-ملم-قوي-بقدرة-1800-واط-لقطع-الخشب-والمعادن-بدقة","باقي 5 فقطمنشار زاوية كهربائي جديد مقاس بقطر 255 ملم قوي بقدرة 1800 واط لقطع الخشب والمعادن بدقةجهاز عالي الطاقة: يتميز منشار ميتري ماكوت MS006 بمحرك قوي بقدرة 1800 واط يوفر قوة قطع موثوقة، مما يجعله مثاليًا لمختلف مهام القطع. خيارات قطع متعددة: صُمم هذا المنشار الزاوية لقطع الخشب والمعادن، مما يجعله أداة متعددة الاستخدامات لمشاريع النجارة والحدادة. كفاءة تشغيل كهربائية: يعمل هذا المنشار المتري على مصدر طاقة 220 فولت، جاهزًا لتلبية احتياجاتك في القطع بكفاءة وثبات. جودة صناعية: صُمم منشار ماكوت MS006 وفقًا للمعايير الصناعية، وهو أداة موثوقة قادرة على التعامل مع الأعمال الصعبة.وقت التحضير 1 يوم49.500 د.ك66.000 د.ك+ أضف إلى السلة","AIpower Kuwait","أدوات","الكهربائية","أدوات, الكهربائية","TRUE","Active","AIP-615","","Title","Default Title","","","","","","","","","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129269.jpg","1","منشار زاوية كهربائي جديد مقاس بقطر 255 ملم قوي بقدرة 1800 واط لقطع الخشب والمعادن بدقة","","FALSE","منشار زاوية كهربائي جديد مقاس بقطر 255 ملم قوي بقدرة 1800 واط لقطع الخشب والمعادن بدقة","باقي 5 فقطمنشار زاوية كهربائي جديد مقاس بقطر 255 ملم قوي بقدرة 1800 واط لقطع الخشب والمعادن بدقةجهاز عالي الطاقة: يتميز منشار ميتري ماكوت MS006 بمحرك قوي بقدرة 1800 واط يوفر قوة قطع موثوقة، مما يجعله مثاليًا لمختلف مهام القطع. خيارات قطع متعددة: صُمم هذا المنشار الزاوية لقطع الخشب والمعادن، مما يجعله أداة متعددة الاستخ","","","","","","الكهربائية","أدوات","New","FALSE","","","","",""
"","منشار-زاوية-كهربائي-جديد-مقاس-بقطر-255-ملم-قوي-بقدرة-1800-واط-لقطع-الخشب-والمعادن-بدقة","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129286.jpg","2","منشار زاوية كهربائي جديد مقاس بقطر 255 ملم قوي بقدرة 1800 واط لقطع الخشب والمعادن بدقة","","","","","","","","","","","","","","","","","",""
"","منشار-زاوية-كهربائي-جديد-مقاس-بقطر-255-ملم-قوي-بقدرة-1800-واط-لقطع-الخشب-والمعادن-بدقة","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129299.jpg","3","منشار زاوية كهربائي جديد مقاس بقطر 255 ملم قوي بقدرة 1800 واط لقطع الخشب والمعادن بدقة","","","","","","","","","","","","","","","","","",""
"عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافة","عصا-صنفرة-كهربائية-بقوة-2100-دورة-في-الدقيقة،-قابلة-للتعديل-لجميع-انواع-الجدران-الجافة","عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافةتحكم متغير السرعة: اختر السرعة للجدران المختلفة. مع التحكم في السرعة المتغيرة، يمكنك ضبط سرعة الصنفرة لتتناسب مع نوع سطح الجدار الذي تعمل عليه، مما يضمن نتائج مثالية دون إتلاف المواد. حجم الوسادة الكبيرة: تغطي مساحة أكبر للجدار. يسمح لك حجم وسادة الصنفرة الكبيرة بتغطية مساحة أكبر مع كل تمريرة، مما يقلل من الوقت والجهد اللازمين لصنفرة جدرانك بالتساوي. سهل الاستخدام: سهل التشغيل. تم تصميم أداة الصنفرة الجدارية من ماكيوت مع وضع راحة المستخدم في الاعتبار، وتتميز بعناصر تحكم بديهية وعناصر تصميم مريحة تجعل من السهل على أي شخص استخدامها، بغض النظر عن مستوى خبرته. نظام استخراج الغبار: يحافظ على الغبار بعيدًا. يزيل نظام استخراج الغبار المدمج في السنفرة الغبار والحطام من منطقة العمل بشكل فعال، مما يحافظ على نظافة المساحة ويقلل من وقت التنظيف بعد الصنفرة. هيكل متين: يدوم لفترة طويلة. مصنوعة من مواد عالية الجودة، تم تصميم أداة الصنفرة الجدارية من ماكوت لتحمل الاستخدام المنتظم وهي متينة بما يكفي للتعامل مع أصعب مهام الصنفرة مما يضمن أداءً يدوم طويلاً. نتائج احترافية: تجعل الجدران ناعمة مثل المحترفين. مع أداة صنفرة الجدران من ماكيوت، يمكنك تحقيق نتائج احترافية، مما يترك جدرانك ناعمة وجاهزة للرسم أو التشطيب، مما يعزز المظهر العام لمساحتك.وقت التحضير 1 يوم33.750 د.ك45.000 د.ك+ أضف إلى السلة","AIpower Kuwait","أدوات","الكهربائية","أدوات, الكهربائية","TRUE","Active","AIP-618","","Title","Default Title","","","","","","","","","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136460.jpg","1","عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافة","","FALSE","عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافة","عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافةتحكم متغير السرعة: اختر السرعة للجدران المختلفة. مع التحكم في السرعة المتغيرة، يمكنك ضبط سرعة الصنفرة لتتناسب مع نوع سطح الجدار الذي تعمل عليه، مما يضمن نتائج مثالية دون إتلاف المواد. حجم الوسادة الكبيرة: تغطي مساحة أكبر للجدار. يسمح ","","","","","","الكهربائية","أدوات","New","FALSE","","","","",""
"","عصا-صنفرة-كهربائية-بقوة-2100-دورة-في-الدقيقة،-قابلة-للتعديل-لجميع-انواع-الجدران-الجافة","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136473.jpg","2","عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافة","","","","","","","","","","","","","","","","","",""
"","عصا-صنفرة-كهربائية-بقوة-2100-دورة-في-الدقيقة،-قابلة-للتعديل-لجميع-انواع-الجدران-الجافة","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136482.jpg","3","عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافة","","","","","","","","","","","","","","","","","",""
"","عصا-صنفرة-كهربائية-بقوة-2100-دورة-في-الدقيقة،-قابلة-للتعديل-لجميع-انواع-الجدران-الجافة","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136489.jpg","4","عصا صنفرة كهربائية بقوة 2100 دورة في الدقيقة، قابلة للتعديل لجميع انواع الجدران الجافة","","","","","","","","","","","","","","","","","",""
"مثقاب لاسلكي ثنائي السرعات بقوة 20 فولت 2000 دورة في الدقيقة مع إضاءة من إنجكو","مثقاب-لاسلكي-ثنائي-السرعات-بقوة-20-فولت-2000-دورة-في-الدقيقة-مع-إضاءة-من-إنجكو","باقي 5 فقطمثقاب لاسلكي ثنائي السرعات بقوة 20 فولت 2000 دورة في الدقيقة مع إضاءة من إنجكومحرك بدون فحماتالجهد: ٢٠ فولتسرعة الدوران بدون حمل: ٠-٥٠٠/٠-٢٠٠٠ دورة في الدقيقةأقصى معدل طرق: ٣٠٠٠٠ طرقة في الدقيقةأقصى عزم دوران: ٥٥ نيوتنسعة القطر: ١٣ ممإعدادات عزم الدوران: ٢٢+١+١نظام تروس ميكانيكي ثنائي السرعاتوظيفة قفل المغزلمصباح عمل LED مدمجمؤشر طاقة بطارية LED المحتويات:بطاريتان ٢٫٠ أمبير/ساعة (FBLI20011)شاحن واحد (FCLI2001)جهد الشحن: ٢٢٠-٢٤٠ فولت ~ ٥٠/٦٠ هرتز٤٧ قطعة ملحقات٣ رؤوس حفر للبناءمعبأ في حقيبة حملوقت التحضير 1 يوم25.500 د.ك34.000 د.ك+ أضف إلى السلة","AIpower Kuwait","أدوات","اللاسلكية","أدوات, اللاسلكية","TRUE","Active","AIP-624","","Title","Default Title","","","","","","","","","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141043.jpg","1","مثقاب لاسلكي ثنائي السرعات بقوة 20 فولت 2000 دورة في الدقيقة مع إضاءة من إنجكو","","FALSE","مثقاب لاسلكي ثنائي السرعات بقوة 20 فولت 2000 دورة في الدقيقة مع إضاءة من إنجكو","باقي 5 فقطمثقاب لاسلكي ثنائي السرعات بقوة 20 فولت 2000 دورة في الدقيقة مع إضاءة من إنجكومحرك بدون فحماتالجهد: ٢٠ فولتسرعة الدوران بدون حمل: ٠-٥٠٠/٠-٢٠٠٠ دورة في الدقيقةأقصى معدل طرق: ٣٠٠٠٠ طرقة في الدقيقةأقصى عزم دوران: ٥٥ نيوتنسعة القطر: ١٣ ممإعدادات عزم الدوران: ٢٢+١+١نظام تروس ميكانيكي ثنائي السرعاتوظيفة قفل المغزلم","","","","","","اللاسلكية","أدوات","New","FALSE","","","","",""
"","مثقاب-لاسلكي-ثنائي-السرعات-بقوة-20-فولت-2000-دورة-في-الدقيقة-مع-إضاءة-من-إنجكو","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141056.jpg","2","مثقاب لاسلكي ثنائي السرعات بقوة 20 فولت 2000 دورة في الدقيقة مع إضاءة من إنجكو","","","","","","","","","","","","","","","","","",""
"مثقاب لاسلكي بقوة 20 فولت 2000 دورة في الدقيقة قطر 13 مم ثنائي السرعات 66 نيوتن مع إضاءة من انجكو","مثقاب-لاسلكي-بقوة-20-فولت-2000-دورة-في-الدقيقة-قطر-13-مم-ثنائي-السرعات-66-نيوتن-مع-إضاءة-من-انجكو","باقي 3 فقطمثقاب لاسلكي بقوة 20 فولت 2000 دورة في الدقيقة قطر 13 مم ثنائي السرعات 66 نيوتن مع إضاءة من انجكومحرك بدون فحماتالجهد: ٢٠ فولتسرعة الدوران بدون حمل: ٠-٥٠٠/٠-٢٠٠٠ دورة في الدقيقةأقصى معدل طرق: ٣٠٠٠٠ طرقة في الدقيقةأقصى عزم دوران: ٦٦ نيوتن مترظرف معدنيسعة الظرف: ١٣ ممإعدادات عزم الدوران: ٢٢+١+١نظام تروس ميكانيكي ثنائي السرعاتوظيفة قفل المغزلمصباح عمل LED مدمجمؤشر طاقة بطارية LED المحتويات:بطاريتان ٢٫٠ أمبير/ساعة (FBLI20011)شاحن واحد (FCLI2001)جهد الشحن: ٢٢٠-٢٤٠ فولت ~ ٥٠/٦٠ هرتز٤٧ قطعة ملحقات٣ رؤوس حفر للبناءمعبأ في حقيبة حملوقت التحضير 1 يوم30.000 د.ك40.000 د.ك+ أضف إلى السلة","AIpower Kuwait","أدوات","اللاسلكية","أدوات, اللاسلكية","TRUE","Active","AIP-627","","Title","Default Title","","","","","","","","","","","TRUE","","","","","","shopify","100","DENY","","g","TRUE","manual","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141694.jpg","1","مثقاب لاسلكي بقوة 20 فولت 2000 دورة في الدقيقة قطر 13 مم ثنائي السرعات 66 نيوتن مع إضاءة من انجكو","","FALSE","مثقاب لاسلكي بقوة 20 فولت 2000 دورة في الدقيقة قطر 13 مم ثنائي السرعات 66 نيوتن مع إضاءة من انجكو","باقي 3 فقطمثقاب لاسلكي بقوة 20 فولت 2000 دورة في الدقيقة قطر 13 مم ثنائي السرعات 66 نيوتن مع إضاءة من انجكومحرك بدون فحماتالجهد: ٢٠ فولتسرعة الدوران بدون حمل: ٠-٥٠٠/٠-٢٠٠٠ دورة في الدقيقةأقصى معدل طرق: ٣٠٠٠٠ طرقة في الدقيقةأقصى عزم دوران: ٦٦ نيوتن مترظرف معدنيسعة الظرف: ١٣ ممإعدادات عزم الدوران: ٢٢+١+١نظام تروس ميكانيك","","","","","","اللاسلكية","أدوات","New","FALSE","","","","",""
"","مثقاب-لاسلكي-بقوة-20-فولت-2000-دورة-في-الدقيقة-قطر-13-مم-ثنائي-السرعات-66-نيوتن-مع-إضاءة-من-انجكو","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141708.jpg","2","مثقاب لاسلكي بقوة 20 فولت 2000 دورة في الدقيقة قطر 13 مم ثنائي السرعات 66 نيوتن مع إضاءة من انجكو","","","","","","","","","","","","","","","","","",""
