id,name,categoryName,subCategoryName,price,currency,stockStatus,preparationTime,specifications,url,Image Src,Additional Images
"69","Aipower A1500di Ultra Quiet Inverter Generator %e2%80%93 Portable 1500w Power For Outdoor Adventures","Generator","Inverter Generator","95","KWD","Out of Stock","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/69-aipower-a1500di-ultra-quiet-inverter-generator-%E2%80%93-portable-1500w-power-for-outdoor-adventures","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767559803.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767559811.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767559819.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767559825.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767559831.jpg"
"72","Aipower 2000w Ultra Quiet Portable Inverter Generator %e2%80%93 Compact Fuel Efficient Clean Power For Out","Generator","Inverter Generator","155","KWD","Out of Stock","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/72-aipower-2000w-ultra-quiet-portable-inverter-generator-%E2%80%93-compact-fuel-efficient-clean-power-for-out","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560278.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560283.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560289.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560293.jpg"
"75","Aipower Sm2500di 2500w Inverter Generator %e2%80%93 Quiet Portable","Generator","Inverter Generator","160","KWD","Out of Stock","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/75-aipower-sm2500di-2500w-inverter-generator-%E2%80%93-quiet-portable","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560820.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560826.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560835.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560840.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767560845.jpg"
"78","A3500di 3500w Silent Inverter Generator For Home Camping","Generator","Inverter Generator","185","KWD","Out of Stock","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/78-a3500di-3500w-silent-inverter-generator-for-home-camping","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767590553.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767590559.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767590565.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767590573.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767590579.jpg"
"81","Aipower A3500edi 3 2kw Silent Inverter Generator For Home Rv","Generator","Inverter Generator","190","KWD","Only 2 left","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/81-aipower-a3500edi-3-2kw-silent-inverter-generator-for-home-rv","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767591639.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767591646.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767591652.jpg"
"84","Aipower Sm4500di Inverter Generator %e2%80%93 4000w Max Power For Rv Camping","Generator","Inverter Generator","220","KWD","Out of Stock","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/84-aipower-sm4500di-inverter-generator-%E2%80%93-4000w-max-power-for-rv-camping","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767591867.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767591872.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767591877.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767591882.jpg"
"87","Aipower Sm6500di 6500w Silent Inverter Generator Portable Power","Generator","Inverter Generator","300","KWD","Only 4 left","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/87-aipower-sm6500di-6500w-silent-inverter-generator-portable-power","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592143.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592148.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592155.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592161.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592169.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592179.jpg"
"90","Aipower A10500di 11 3kva Quiet Inverter Generator Portable Power For Rv Home Job Site","Generator","Inverter Generator","575","KWD","Out of Stock","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/90-aipower-a10500di-11-3kva-quiet-inverter-generator-portable-power-for-rv-home-job-site","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592372.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592379.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592384.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592391.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767592399.jpg"
"441","Sm15000di 15kw Inverter Generator %e2%80%93 Quiet For Rv Home Backup","Generator","Inverter Generator","1250","KWD","Out of Stock","1 Days","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/441-sm15000di-15kw-inverter-generator-%E2%80%93-quiet-for-rv-home-backup","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773141266.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773141271.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773141276.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773141281.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773141284.jpg"
"444","Easy Power Yh25000e3 22kw Gasoline Generator %e2%80%93 Single Three Phase","Generator","Gasoline Generator","1100","KWD","Out of Stock","1 Days","{""fuel_type"":""Gasoline"",""voltage"":""230 / 400 V""}","https://aipowerkw.com/en/product/444-easy-power-yh25000e3-22kw-gasoline-generator-%E2%80%93-single-three-phase","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773271239.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11773129691.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21773129691.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31773129691.jpeg"
"447","Aipower In8000ce Gasoline Generator 5000w Electric Start","Generator","Gasoline Generator","170","KWD","Only 1 left","1 Days","{""fuel_type"":""Gasoline""}","https://aipowerkw.com/en/product/447-aipower-in8000ce-gasoline-generator-5000w-electric-start","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259169.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259177.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259191.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259202.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259213.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259222.jpg"
"453","Aipower In6000ce 4000w Gasoline Generator Electric Start","Generator","Gasoline Generator","130","KWD","Only 4 left","1 Days","{""fuel_type"":""Gasoline""}","https://aipowerkw.com/en/product/453-aipower-in6000ce-4000w-gasoline-generator-electric-start","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259541.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259559.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259571.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259584.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259595.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773259608.jpg"
"456","Aipower 8kw Gasoline Generator 40l","Generator","Gasoline Generator","230","KWD","Only 2 left","1 Days","{""fuel_type"":""Gasoline""}","https://aipowerkw.com/en/product/456-aipower-8kw-gasoline-generator-40l","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774632013.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774632050.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774632064.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774632092.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774632113.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776138930.jpg"
"459","Aipower Sc2300i H Inverter Generator Petrol 2300 W","Generator","Inverter Generator","160","KWD","Out of Stock","12 Hours","{""fuel_type"":""Inverter""}","https://aipowerkw.com/en/product/459-aipower-sc2300i-h-inverter-generator-petrol-2300-w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524093.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524103.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524109.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524114.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524120.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524125.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773524133.jpg"
"465","Senci 6000watt Dual Fuel Digital Inverter Generators Super Slient Inverter Generator","Generator","Inverter Generator","250","KWD","Out of Stock","12 Hours","","https://aipowerkw.com/en/product/465-senci-6000watt-dual-fuel-digital-inverter-generators-super-slient-inverter-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687332.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687340.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687344.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687351.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687365.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687371.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773687383.jpg"
"534","Aipower Adg20ws Pro 20kva Standby Diesel Generator %e2%80%93 Weichai Engine For Home Business Industry","Generator","Diesel Generator","1700","KWD","Only 1 left","1 Days","{""fuel_type"":""Diesel""}","https://aipowerkw.com/en/product/534-aipower-adg20ws-pro-20kva-standby-diesel-generator-%E2%80%93-weichai-engine-for-home-business-industry","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773849987.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773850000.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773850008.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01773850016.jpg"
"558","Dca 5000w Gasoline Generator","Generator","Gasoline Generator","210","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/558-dca-5000w-gasoline-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774719065.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774719087.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774719155.jpg"
"561","Dca 7000w Gasoline Generator Warranty 6 Months","Generator","Gasoline Generator","335","KWD","Only 7 left","1 Days","{""fuel_type"":""Gasoline""}","https://aipowerkw.com/en/product/561-dca-7000w-gasoline-generator-warranty-6-months","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774268738.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774268744.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774637219.jpg"
"564","Dca 5000w Gasoline Generator Electric Starter","Generator","Gasoline Generator","225","KWD","Only 4 left","1 Days","{""fuel_type"":""Gasoline""}","https://aipowerkw.com/en/product/564-dca-5000w-gasoline-generator-electric-starter","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774274151.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774637188.jpg"
"567","Dca 2800w Gasoline Generator","Generator","Gasoline Generator","170","KWD","Out of Stock","1 Days","{""voltage"":""230V~ -"",""displacement_cc"":""208cc""}","https://aipowerkw.com/en/product/567-dca-2800w-gasoline-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774283183.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774283206.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774283245.jpg"
"570","Dca 2800w Electric Starter Gasoline Generator","Generator","Gasoline Generator","190","KWD","Out of Stock","1 Days","{""voltage"":""230V~ -"",""displacement_cc"":""208cc""}","https://aipowerkw.com/en/product/570-dca-2800w-electric-starter-gasoline-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774284162.jpg",""
"573","Dca 6500w Gasoline Generator","Generator","Gasoline Generator","285","KWD","Only 5 left","","","https://aipowerkw.com/en/product/573-dca-6500w-gasoline-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774447188.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774447209.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774447223.jpg"
"576","Aipower Adg12000es 3ep Silent Diesel Generator %e2%80%93 8000w Signle Three Phase","Generator","Diesel Generator","575","KWD","Only 1 left","1 Days","{""fuel_type"":""Diesel""}","https://aipowerkw.com/en/product/576-aipower-adg12000es-3ep-silent-diesel-generator-%E2%80%93-8000w-signle-three-phase","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346127.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346131.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774435858.jpg"
"579","Aipower Adg15000es 10000w Silent Diesel Generator Backup Power","Generator","Diesel Generator","675","KWD","Only 1 left","1 Days","{""fuel_type"":""Diesel""}","https://aipowerkw.com/en/product/579-aipower-adg15000es-10000w-silent-diesel-generator-backup-power","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346476.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346490.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774346498.jpg"
"582","Dca Heavy Duty 7 5 Kva Recoil Self Start Portable Petrol Generatorthree Phase Effortless Self Reco","Generator","Gasoline Generator","365","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/582-dca-heavy-duty-7-5-kva-recoil-self-start-portable-petrol-generatorthree-phase-effortless-self-reco","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774692054.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774692068.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774692105.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774692916.jpg"
"585","Aipower 20kva Standby Diesel Generator Perkins Engine Backup Power","Generator","Diesel Generator","2750","KWD","Only 1 left","1 Days","{""fuel_type"":""Diesel""}","https://aipowerkw.com/en/product/585-aipower-20kva-standby-diesel-generator-perkins-engine-backup-power","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774701082.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774701089.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774701097.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01774701104.jpg"
"1071","Petrol Generator Senci 8 5kw %e2%80%93 Heavy Duty Power Generator","Generator","Gasoline Generator","210","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/1071-petrol-generator-senci-8-5kw-%E2%80%93-heavy-duty-power-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776169806.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776170072.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776170084.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776170106.jpg"
"1173","Makut 2 6 Kw Gasoline Generator Portable Power Generator","Generator","Gasoline Generator","95","KWD","Out of Stock","1 Days","{""fuel_type"":""Gasoline""}","https://aipowerkw.com/en/product/1173-makut-2-6-kw-gasoline-generator-portable-power-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776412192.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776412199.jpg"
"1215","Senci Power Station %e2%80%93 Senci 4500w Inverter Generator","Generator","Inverter Generator","210","KWD","Only 3 left","1 Days","{""fuel_type"":""inverter""}","https://aipowerkw.com/en/product/1215-senci-power-station-%E2%80%93-senci-4500w-inverter-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776782218.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776782231.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776782252.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776782260.jpg"
"1218","A Ipower Diy200 Gasoline Welding Generator 5kw Rated 5 5kw Max Dc 50 200a Welder With 14hp Engin","Generator","Welding Generator","290","KWD","Only 1 left","1 Days","","https://aipowerkw.com/en/product/1218-a-ipower-diy200-gasoline-welding-generator-5kw-rated-5-5kw-max-dc-50-200a-welder-with-14hp-engin","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776788821.jpg",""
"1221","Powerage Pae12sta3 Ats Silent Diesel Generator","Generator","Diesel Generator","1000","KWD","Only 1 left","1 Days","{""fuel_type"":""Diesel""}","https://aipowerkw.com/en/product/1221-powerage-pae12sta3-ats-silent-diesel-generator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776834935.jpg",""
"39","Power Pro 12l Silent","Air Compressor","Silent Compressor","25","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/39-power-pro-12l-silent","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767868213.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767868274.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767868313.jpg"
"42","Power Pro 30l Silent","Air Compressor","Silent Compressor","35","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/42-power-pro-30l-silent","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768139398.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768139489.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768139522.jpg"
"45","Power Pro 50l Silent Single Motor","Air Compressor","Silent Compressor","55","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/45-power-pro-50l-silent-single-motor","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140272.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140381.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140620.jpg"
"48","Power Pro 50 L Silent Double Motor","Air Compressor","Silent Compressor","65","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/48-power-pro-50-l-silent-double-motor","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140952.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768140988.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768141039.jpg"
"96","Powerpro 120 L Silent","Air Compressor","Silent Compressor","125","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/96-powerpro-120-l-silent","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768142240.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768142286.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768142316.jpg"
"99","Powerpro 50 L With Belt","Air Compressor","Belt Compressor","75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/99-powerpro-50-l-with-belt","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768152354.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768152369.jpg"
"102","Powerpro 100 L With Belt","Air Compressor","Belt Compressor","95","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/102-powerpro-100-l-with-belt","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768152922.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768152938.jpg"
"105","Powerpro 150 L With Belt","Air Compressor","Belt Compressor","145","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/105-powerpro-150-l-with-belt","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768153567.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768153707.jpg"
"108","Powerpro 200 L With Belt","Air Compressor","Belt Compressor","165","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/108-powerpro-200-l-with-belt","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768154586.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768154597.jpg"
"51","Powerpro Mma300","Welding Machine","","35","KWD","Only 4 left","12 Hours","","https://aipowerkw.com/en/product/51-powerpro-mma300","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767186740.jpeg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11767186741.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21767186741.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31767186742.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_41767186742.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_51767186743.jpeg"
"54","Portable 300 Mma Inverter Welding Machine","Welding Machine","","65","KWD","Only 3 left","12 Hours","","https://aipowerkw.com/en/product/54-portable-300-mma-inverter-welding-machine","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767186766.jpeg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11767186766.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21767186767.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31767186767.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_41767186768.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_51767186768.jpeg"
"57","Powerpro Mm400 Pro","Welding Machine","","95","KWD","Only 7 left","12 Hours","","https://aipowerkw.com/en/product/57-powerpro-mm400-pro","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767186798.jpeg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11767186799.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21767186800.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31767186800.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_41767186800.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_51767186801.jpeg"
"60","Powerpro Tig250 Pro","Welding Machine","","85","KWD","Only 5 left","12 Hours","","https://aipowerkw.com/en/product/60-powerpro-tig250-pro","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01767186825.jpeg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_11767186825.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_21767186826.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_31767186827.jpeg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_41767186827.jpeg"
"138","Powerpro Mmct 250 4 In 1 Mma Mig Tig Cut Multifunctional Welding Machine","Welding Machine","","160","KWD","In Stock","12 Hours","","https://aipowerkw.com/en/product/138-powerpro-mmct-250-4-in-1-mma-mig-tig-cut-multifunctional-welding-machine","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768247202.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768247214.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01768247222.jpg"
"1053","Dca Mma 200 Iii Intelligent Arc Welding Machine","Welding Machine","","35","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/1053-dca-mma-200-iii-intelligent-arc-welding-machine","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776100571.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776100603.jpg"
"1056","Dca Mma 250 Iii Intelligent Arc Welding Machine A Portable Inverter Welder","Welding Machine","","40","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/1056-dca-mma-250-iii-intelligent-arc-welding-machine-a-portable-inverter-welder","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776100937.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776100946.jpg"
"1062","Dca Mma315dt Iii Inverter Welder","Welding Machine","","85","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/1062-dca-mma315dt-iii-inverter-welder","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776142445.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776142454.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776142484.jpg"
"603","Marbel Cutter 110mm 1600w Mc002 Makute","Tools","Electric","21.75","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/603-marbel-cutter-110mm-1600w-mc002-makute","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054223.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054228.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054232.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054238.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775054243.jpg"
"606","Meter Saw Makute Ms005 10 255mm 1800w","Tools","Electric","31.5","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/606-meter-saw-makute-ms005-10-255mm-1800w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063151.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063161.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063167.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063173.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775063180.jpg"
"609","Pipe Melt Machine 20 63mm 1000w Pw003 Makute","Tools","Electric","12.75","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/609-pipe-melt-machine-20-63mm-1000w-pw003-makute","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065079.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065087.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065097.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065104.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065109.jpg"
