id,name,categoryName,subCategoryName,price,currency,stockStatus,preparationTime,specifications,url,Image Src,Additional Images
"612","Drill Hammer Hilti 38 Mm Makute Hd118 Sds Max 1500w","Tools","Electric","45","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/612-drill-hammer-hilti-38-mm-makute-hd118-sds-max-1500w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065580.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065586.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065592.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065597.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775065602.jpg"
"615","Makute New 255mm Electric Miter Saw Ms006 Powerful 1800w Miter Saw For Precision Cutting Of Wood A","Tools","Electric","49.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/615-makute-new-255mm-electric-miter-saw-ms006-powerful-1800w-miter-saw-for-precision-cutting-of-wood-a","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129269.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129286.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775129299.jpg"
"618","Makute Adjustable Electric Wall Sander For All Types Of Walls Including Drywall And Plaster","Tools","Electric","33.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/618-makute-adjustable-electric-wall-sander-for-all-types-of-walls-including-drywall-and-plaster","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136460.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136473.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136482.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775136489.jpg"
"624","Ingco Compact Brushless Cordless Impact Drill","Tools","Cordless","25.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/624-ingco-compact-brushless-cordless-impact-drill","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141043.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141056.jpg"
"627","Ingco 20v Max Lithium Ion Compact Brushless Cordless Impact Drill","Tools","Cordless","30","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/627-ingco-20v-max-lithium-ion-compact-brushless-cordless-impact-drill","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141694.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775141708.jpg"
"630","Ingco Brushless Cordless Impact Drill 13 Mm Chuck Size 96 Nm Maximum Torque Brushless Motor","Tools","Cordless","49.5","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/630-ingco-brushless-cordless-impact-drill-13-mm-chuck-size-96-nm-maximum-torque-brushless-motor","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775149757.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775149770.jpg"
"636","Ingco 12 7 Mm 1 2 Inch Cordless Impact Wrench With Integrated Led Work Light","Tools","Cordless","48.75","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/636-ingco-12-7-mm-1-2-inch-cordless-impact-wrench-with-integrated-led-work-light","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775150362.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775150374.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775502467.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775502474.jpg"
"642","Ingco Cordless Brad Nailer With 105 Pcs Magazine Capacity And 3 Nails Second Drive Rate","Tools","Cordless","57","KWD","Only 6 left","1 Days","","https://aipowerkw.com/en/product/642-ingco-cordless-brad-nailer-with-105-pcs-magazine-capacity-and-3-nails-second-drive-rate","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775151512.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775151518.jpg"
"645","Ingco Cordless Tile Vibration Machine 130 Mm Suction Cup Diameter And 0 10000 Rpm Vibrational Freque","Tools","Cordless","22.5","KWD","Only 4 left","","","https://aipowerkw.com/en/product/645-ingco-cordless-tile-vibration-machine-130-mm-suction-cup-diameter-and-0-10000-rpm-vibrational-freque","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776942735.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776942795.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776942838.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776942844.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776942850.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776942860.jpg"
"648","Ingco Cordless Spray Gun With 800 Ml Min Flow Rate And 0 1 0 2 Bar Spraying Pressure","Tools","Cordless","18.75","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/648-ingco-cordless-spray-gun-with-800-ml-min-flow-rate-and-0-1-0-2-bar-spraying-pressure","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775152579.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775152584.jpg"
"651","Ingco Cordless Blower 20 V 18000 Rpm No Load Speed And 2 7 M%c2%b3 Min Max Air Volume","Tools","Cordless","18","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/651-ingco-cordless-blower-20-v-18000-rpm-no-load-speed-and-2-7-m%C2%B3-min-max-air-volume","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153100.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153191.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153218.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153244.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153285.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153348.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153362.jpg"
"654","Ingco Battery Pack 4 0 Ah Capacity 4 A Current And 20 V","Tools","Cordless","12","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/654-ingco-battery-pack-4-0-ah-capacity-4-a-current-and-20-v","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153875.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775153880.jpg"
"657","Ingco 5 0 Ah 20 V Lithium Ion Battery Pack","Tools","Cordless","15","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/657-ingco-5-0-ah-20-v-lithium-ion-battery-pack","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775154380.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775154391.jpg"
"669","Wall Sander Makute 180mm 850w","Tools","Electric","25.5","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/669-wall-sander-makute-180mm-850w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775162108.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775162115.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775162121.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775162127.jpg"
"675","Ingco Cordless Drill 12 V 10 Mm Chuck Size And 750 Rpm No Load Speed","Tools","Cordless","10.5","KWD","Only 6 left","1 Days","","https://aipowerkw.com/en/product/675-ingco-cordless-drill-12-v-10-mm-chuck-size-and-750-rpm-no-load-speed","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775194456.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775194461.jpg"
"678","Ingco 1 5 Ah 12 V Lithium Ion Battery Pack","Tools","Cordless","5.25","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/678-ingco-1-5-ah-12-v-lithium-ion-battery-pack","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775194845.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775194848.jpg"
"681","Ingco 8v Cordless Screwdriver 6 Nm Led Light Packed By Plastic Tool Box","Tools","Cordless","12.75","KWD","Only 4 left","1 Days","","https://aipowerkw.com/en/product/681-ingco-8v-cordless-screwdriver-6-nm-led-light-packed-by-plastic-tool-box","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775195734.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775195744.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775195750.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775195760.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775195771.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775195779.jpg"
"687","Ingco 680 W 13 Mm Reverse Forward Impact Drill","Tools","Electric","10.5","KWD","Only 3 left","1 Days","{""input_power_w"":""680W""}","https://aipowerkw.com/en/product/687-ingco-680-w-13-mm-reverse-forward-impact-drill","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775198038.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775198074.jpg"
"690","Ingco 710w 13mm Impact Drill Id7118 %e2%80%93 Heavy Duty Rotary Hammer Drill For Concrete Wood Metal With","Tools","Electric","12","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/690-ingco-710w-13mm-impact-drill-id7118-%E2%80%93-heavy-duty-rotary-hammer-drill-for-concrete-wood-metal-with","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775216750.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775216755.jpg"
"693","Ingco Impact Drill 1100 W 2800 Rpm 13 Mm","Tools","Electric","16.5","KWD","Only 6 left","1 Days","{""input_power_w"":""1100W""}","https://aipowerkw.com/en/product/693-ingco-impact-drill-1100-w-2800-rpm-13-mm","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775217445.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775217449.jpg"
"696","Ingco Electric Paint Mixer Machine 1400w","Tools","Electric","25.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/696-ingco-electric-paint-mixer-machine-1400w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775239841.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775239847.jpg"
"699","Ingco Ag7118 Angle Grinder 710w","Tools","Electric","10.5","KWD","Only 2 left","1 Days","{""input_power_w"":""710W""}","https://aipowerkw.com/en/product/699-ingco-ag7118-angle-grinder-710w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775240034.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775240068.jpg"
"702","Ingco Plastic Tube Welding Tool Fusion Machine 1500w","Tools","Electric","18","KWD","Only 7 left","1 Days","{""input_power_w"":""800W""}","https://aipowerkw.com/en/product/702-ingco-plastic-tube-welding-tool-fusion-machine-1500w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775241445.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775241449.jpg"
"705","Ingco 2200w 9 Inch Corded Electric Angle Grinder","Tools","Electric","21.75","KWD","Only 6 left","1 Days","{""input_power_w"":""2200W""}","https://aipowerkw.com/en/product/705-ingco-2200w-9-inch-corded-electric-angle-grinder","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775285589.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775285736.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775285743.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775285749.jpg"
"708","Ingco 2000w Heat Gun 50 450%c2%b0c 550%c2%b0c","Tools","Electric","10.5","KWD","Out of Stock","1 Days","{""input_power_w"":""2000W""}","https://aipowerkw.com/en/product/708-ingco-2000w-heat-gun-50-450%C2%B0c-550%C2%B0c","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775286979.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775286995.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775287003.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775287010.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775287017.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775287025.jpg"
"711","Ingco 570w Jig Saw 5 Variable Speed 4 Step Pendulum Function With 3 Free Blades","Tools","Electric","9.75","KWD","Only 4 left","1 Days","{""input_power_w"":""570W""}","https://aipowerkw.com/en/product/711-ingco-570w-jig-saw-5-variable-speed-4-step-pendulum-function-with-3-free-blades","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775292912.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775292919.jpg"
"714","Ingco 34500 Rpm 600w 6mm Electric Laminate Trimmer Mini Router","Tools","Electric","15.75","KWD","Only 7 left","1 Days","{""input_power_w"":""600W""}","https://aipowerkw.com/en/product/714-ingco-34500-rpm-600w-6mm-electric-laminate-trimmer-mini-router","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295008.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295015.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295029.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295039.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295045.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295057.jpg"
"717","Ingco Electric Sprayer 530 W Power And 130 Din S Maximum Viscosity","Tools","Electric","10.5","KWD","Only 6 left","1 Days","{""input_power_w"":""530W""}","https://aipowerkw.com/en/product/717-ingco-electric-sprayer-530-w-power-and-130-din-s-maximum-viscosity","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295937.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295945.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295949.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775295958.jpg"
"726","Ingco 16v Compact Brushless Cordless Impact Drill 10mm","Tools","Cordless","24","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/726-ingco-16v-compact-brushless-cordless-impact-drill-10mm","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775374328.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775374343.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775374348.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775374358.jpg"
"729","Ingco 16v Cordless Tools Lithium Ion Battery Pack Fbli1620","Tools","Cordless","6.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/729-ingco-16v-cordless-tools-lithium-ion-battery-pack-fbli1620","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775376824.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775376865.jpg"
"732","Ingco 355 Mm 14 Inch Disc Dia 2200 W Chop Saw","Tools","Electric","25.5","KWD","In Stock","1 Days","{""input_power_w"":""2200W""}","https://aipowerkw.com/en/product/732-ingco-355-mm-14-inch-disc-dia-2200-w-chop-saw","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775377749.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775377755.jpg"
"735","Powertex 55nm X Series 20v 2ah 13mm","Tools","Cordless","19.5","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/735-powertex-55nm-x-series-20v-2ah-13mm","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775388211.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775388260.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775388272.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775388281.jpg"
"738","Ingco 12v 120 Psi 18 A Auto Air Compressor","Tools","Electric","15","KWD","In Stock","1 Days","{""max_pressure_bar"":""120 PSI""}","https://aipowerkw.com/en/product/738-ingco-12v-120-psi-18-a-auto-air-compressor","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775395528.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775395576.jpg"
"741","Powerpro Angle Grinder 950 W 115 Mm","Tools","Electric","12.75","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/741-powerpro-angle-grinder-950-w-115-mm","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775475771.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775475786.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775475803.jpg"
"744","Powertex Wall Sander Makute 180mm 850w","Tools","Electric","25.5","KWD","Only 4 left","1 Days","","https://aipowerkw.com/en/product/744-powertex-wall-sander-makute-180mm-850w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775476367.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775476393.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775476409.jpg"
"747","Powertex 20v Brushless Cordless Angle Grinder","Tools","Cordless","24.75","KWD","Only 9 left","1 Days","","https://aipowerkw.com/en/product/747-powertex-20v-brushless-cordless-angle-grinder","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775486472.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775486489.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775486501.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775486508.jpg"
"753","Ingco Air Brad With 100 Pcs Nailer 15 50 Mm","Tools","Air","15","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/753-ingco-air-brad-with-100-pcs-nailer-15-50-mm","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775501789.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775501837.jpg"
"756","Ingco 20v Bl 3 4","Tools","Cordless","69","KWD","Only 4 left","1 Days","","https://aipowerkw.com/en/product/756-ingco-20v-bl-3-4","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775546098.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775546143.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775546157.jpg"
"759","Ingco 18 Inch 1800w Gasoline Chain Saw","Tools","Petrol","34.5","KWD","Out of Stock","1 Days","{""displacement_cc"":""46cc""}","https://aipowerkw.com/en/product/759-ingco-18-inch-1800w-gasoline-chain-saw","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775551235.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775551393.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775551455.jpg"
"762","Rotary Hammer Drill Sds Plus System 800 Watts Rgh9028 Ing Pt","Tools","Electric","16.5","KWD","Only 4 left","1 Days","{""input_power_w"":""800W""}","https://aipowerkw.com/en/product/762-rotary-hammer-drill-sds-plus-system-800-watts-rgh9028-ing-pt","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775561232.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775561239.jpg"
"765","Ingco 20v Li Ion 3 8 Dr Ratchet Wrench 65nm 1x2 0ah Charger","Tools","Cordless","25.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/765-ingco-20v-li-ion-3-8-dr-ratchet-wrench-65nm-1x2-0ah-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775562440.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775562452.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775562467.jpg"
"768","Powertex 360 Multi Line Laser Level 16 Lines With 2 Battery 6000mah And Remote Control","Tools","Cordless","30","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/768-powertex-360-multi-line-laser-level-16-lines-with-2-battery-6000mah-and-remote-control","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775567452.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775567480.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775567487.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775567506.jpg"
"774","Ingco Ac 600a Digital Clamp Meter","Tools","Cordless","10.5","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/774-ingco-ac-600a-digital-clamp-meter","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775577638.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775577645.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775577714.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775577878.jpg"
"777","Ingco 20v Cordless Mini 3 Inch Cut Off","Tools","Cordless","18","KWD","Only 4 left","1 Days","","https://aipowerkw.com/en/product/777-ingco-20v-cordless-mini-3-inch-cut-off","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775584332.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775584361.jpg"
"780","Ingco 1 5 Ah 12 V Lithium Ion Battery Pack","Tools","Cordless","6.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/780-ingco-1-5-ah-12-v-lithium-ion-battery-pack","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775585673.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775585695.jpg"
"783","Ingco 2 In 1 Air Combo Brad Crown Nailer","Tools","Air","19.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/783-ingco-2-in-1-air-combo-brad-crown-nailer","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775634446.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775634451.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775634457.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775634463.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775634467.jpg"
"792","Electric Leaf Blower 3800w High Power Garden Blower For Leaves Grass Debris Removal Patio Maint","Tools","Electric","21.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/792-electric-leaf-blower-3800w-high-power-garden-blower-for-leaves-grass-debris-removal-patio-maint","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775646103.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775646129.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775646142.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775646198.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775646603.jpg"
"819","Powertex G Series 1 2 Inch Cordless Impact Wrench With 2 Battery And Charger","Tools","Cordless","24.75","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/819-powertex-g-series-1-2-inch-cordless-impact-wrench-with-2-battery-and-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775708415.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775708432.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775708442.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775708452.jpg"
"822","Powertex 650w Trimmer Rotator Professional 6mm Wood Grooving And Finishing","Tools","Electric","16.5","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/822-powertex-650w-trimmer-rotator-professional-6mm-wood-grooving-and-finishing","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775709588.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775709607.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775709625.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775709650.jpg"
"825","Powertex Cordless Impact Driver 16v 2 0ah 2 With 1 5a Battery Desktop Charger 140 N M","Tools","Cordless","18","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/825-powertex-cordless-impact-driver-16v-2-0ah-2-with-1-5a-battery-desktop-charger-140-n-m","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775710743.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775710752.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775710765.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775711224.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775711238.jpg"
"831","Ingco Cordless Screwdriver With 1500 Mah Battery Capacity And 5 Nm Maximum Torque","Tools","Cordless","10.5","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/831-ingco-cordless-screwdriver-with-1500-mah-battery-capacity-and-5-nm-maximum-torque","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775715944.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775715957.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775715964.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775715971.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775715985.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775716003.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775716012.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775716020.jpg"
"834","Ingco 20v Aspirator Blower Max Volume 2 7m3 Min","Tools","Cordless","21","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/834-ingco-20v-aspirator-blower-max-volume-2-7m3-min","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775717028.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775717069.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775717077.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775717084.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775717100.jpg"
"837","Powertex Jigsaw 580w","Tools","Electric","25.5","KWD","Only 4 left","1 Days","","https://aipowerkw.com/en/product/837-powertex-jigsaw-580w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775725023.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775725065.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775725104.jpg"
"840","Powertex Ppt Cm 110 Marble Cutter 1240w","Tools","Electric","15","KWD","Only 6 left","1 Days","","https://aipowerkw.com/en/product/840-powertex-ppt-cm-110-marble-cutter-1240w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775727376.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775727393.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775727615.jpg"
